operator_id,date,tasks_completed,avg_idle_pct,avg_seatbelt_compliance_pct,total_unsafe_events,total_proximity_alerts,avg_overrun_min,total_engine_hours
OP-001,2026-09-19,1,5.8,100.0,0,1,10.0,2.0
OP-001,2026-09-20,3,4.766666666666667,100.0,1,3,2.0,5.37
OP-001,2026-09-21,1,6.8,100.0,0,0,5.0,2.45
OP-001,2026-09-22,2,2.65,100.0,0,1,-0.5,2.43
OP-002,2026-08-24,2,22.35,100.0,0,0,53.5,7.38
OP-002,2026-08-25,1,24.7,100.0,0,0,14.0,1.53
OP-002,2026-08-26,1,27.3,100.0,0,0,39.0,2.48
OP-002,2026-08-27,1,32.4,100.0,1,1,12.0,1.17
OP-002,2026-08-28,3,22.566666666666666,66.66666666666667,5,5,35.0,7.18
OP-002,2026-08-29,2,26.65,100.0,0,0,29.5,3.5
OP-002,2026-08-30,1,28.7,100.0,0,1,31.0,2.48
OP-002,2026-08-31,1,16.5,100.0,2,3,12.0,1.4
OP-002,2026-09-01,3,27.766666666666666,100.0,4,5,20.333333333333332,6.42
OP-002,2026-09-02,3,22.46666666666667,100.0,3,3,21.333333333333332,5.37
OP-002,2026-09-03,3,26.8,100.0,1,2,19.666666666666668,6.75
OP-002,2026-09-04,2,25.75,100.0,0,0,29.0,4.45
OP-002,2026-09-05,1,21.8,100.0,1,3,11.0,1.43
OP-002,2026-09-06,1,25.9,100.0,2,2,20.0,1.85
OP-002,2026-09-07,1,23.7,100.0,1,2,52.0,3.08
OP-002,2026-09-08,1,23.4,100.0,0,0,32.0,2.33
OP-002,2026-09-09,2,21.95,100.0,0,0,37.5,6.03
OP-002,2026-09-10,3,21.066666666666666,100.0,1,1,29.0,6.75
OP-002,2026-09-11,3,26.53333333333333,100.0,3,3,23.0,6.03
OP-002,2026-09-12,2,25.5,100.0,0,2,35.0,5.32
OP-002,2026-09-13,2,25.799999999999997,100.0,0,3,36.5,5.35
OP-002,2026-09-14,1,24.4,100.0,0,0,69.0,4.15
OP-002,2026-09-15,1,17.7,100.0,0,0,28.0,2.33
OP-002,2026-09-16,2,32.85,100.0,2,2,28.0,5.12
OP-002,2026-09-17,2,22.9,100.0,0,1,27.0,3.92
OP-002,2026-09-18,1,22.9,100.0,0,0,45.0,2.75
OP-002,2026-09-19,1,28.8,100.0,1,2,35.0,2.18
OP-002,2026-09-20,2,24.95,100.0,2,3,22.0,3.27
OP-002,2026-09-21,1,23.4,100.0,2,2,31.0,2.4
OP-002,2026-09-22,2,26.3,100.0,1,1,28.5,4.13
OP-003,2026-08-24,3,1.7,100.0,0,1,-5.0,3.32
OP-003,2026-08-25,1,1.7,100.0,0,0,1.0,0.98
OP-003,2026-08-26,3,4.166666666666667,100.0,0,1,3.6666666666666665,4.85
OP-003,2026-08-27,1,2.8,100.0,0,0,2.0,1.17
OP-003,2026-08-28,2,4.35,100.0,0,2,7.5,3.87
OP-003,2026-08-29,3,4.233333333333333,100.0,0,5,6.333333333333333,3.5
OP-003,2026-08-30,1,4.7,100.0,0,0,2.0,1.77
OP-003,2026-08-31,3,4.266666666666667,100.0,0,2,-0.3333333333333333,5.83
OP-003,2026-09-01,1,1.3,100.0,0,3,10.0,1.27
OP-003,2026-09-02,2,5.75,100.0,0,1,-6.5,4.07
OP-003,2026-09-03,1,4.1,100.0,0,0,3.0,2.0
OP-003,2026-09-04,3,5.7,100.0,1,5,11.0,6.28
OP-003,2026-09-05,1,6.8,100.0,1,1,19.0,2.92
OP-003,2026-09-06,1,4.5,100.0,0,0,8.0,1.82
OP-003,2026-09-07,2,5.199999999999999,100.0,1,4,-7.5,3.25
OP-003,2026-09-08,1,2.0,100.0,0,0,-7.0,1.68
OP-003,2026-09-09,1,3.2,100.0,1,1,6.0,1.02
OP-003,2026-09-10,2,6.550000000000001,100.0,0,4,-4.5,4.07
OP-003,2026-09-11,3,3.4,100.0,0,3,4.666666666666667,5.33
OP-003,2026-09-12,2,6.55,100.0,0,0,0.0,2.07
OP-003,2026-09-13,3,2.9,100.0,0,3,11.333333333333334,6.15
OP-003,2026-09-14,1,6.0,100.0,0,0,5.0,1.37
OP-003,2026-09-15,1,5.2,100.0,0,0,0.0,3.85
OP-003,2026-09-16,3,4.5,100.0,0,4,-0.3333333333333333,6.02
OP-003,2026-09-17,1,4.3,100.0,0,1,0.0,0.77
OP-003,2026-09-18,3,3.1333333333333333,100.0,0,2,-5.0,4.97
OP-003,2026-09-19,1,3.8,100.0,0,1,36.0,3.53
OP-003,2026-09-20,3,5.866666666666667,100.0,0,4,-1.3333333333333333,4.93
OP-003,2026-09-21,3,3.8000000000000003,66.66666666666667,1,3,-1.6666666666666667,5.12
OP-003,2026-09-22,2,2.35,100.0,1,4,5.5,4.28
OP-004,2026-08-24,2,5.75,100.0,0,0,-17.0,2.38
OP-004,2026-08-25,1,8.2,0.0,1,0,-4.0,1.82
OP-004,2026-08-26,1,3.8,100.0,0,0,-32.0,1.72
OP-004,2026-08-27,3,4.366666666666666,66.66666666666667,1,5,-16.333333333333332,4.98
OP-004,2026-08-28,3,7.533333333333334,66.66666666666667,2,3,-13.333333333333334,4.27
OP-004,2026-08-29,3,7.566666666666666,66.66666666666667,1,2,-3.6666666666666665,3.67
OP-004,2026-08-30,1,6.0,100.0,0,1,-4.0,1.92
OP-004,2026-08-31,3,7.133333333333333,66.66666666666667,1,2,-8.333333333333334,4.7
OP-004,2026-09-01,2,6.4,50.0,1,1,-5.0,2.37
OP-004,2026-09-02,3,5.733333333333333,66.66666666666667,1,2,-8.333333333333334,6.7
OP-004,2026-09-03,2,6.6499999999999995,50.0,1,1,6.5,3.87
OP-004,2026-09-04,1,4.0,0.0,1,0,0.0,1.63
OP-004,2026-09-05,3,5.533333333333334,33.333333333333336,2,3,-9.333333333333334,4.52
OP-004,2026-09-06,2,5.949999999999999,100.0,0,0,7.0,3.37
OP-004,2026-09-07,2,6.2,100.0,0,2,-1.5,2.87
OP-004,2026-09-08,2,6.449999999999999,50.0,1,1,-8.0,3.07
OP-004,2026-09-09,1,0.0,0.0,1,0,-5.0,0.8
OP-004,2026-09-10,1,1.9,100.0,0,2,-18.0,2.68
OP-004,2026-09-11,2,6.0,0.0,2,3,-16.5,4.12
OP-004,2026-09-12,3,2.533333333333333,100.0,0,3,-10.0,5.22
OP-004,2026-09-13,3,3.8333333333333335,100.0,0,1,4.666666666666667,8.1
OP-004,2026-09-14,1,4.1,100.0,0,1,-7.0,0.8
OP-004,2026-09-15,2,5.7,100.0,0,2,1.5,3.8
OP-004,2026-09-16,2,4.3,100.0,0,3,-1.5,2.68
OP-004,2026-09-17,3,5.566666666666666,66.66666666666667,1,1,-12.333333333333334,4.48
OP-004,2026-09-18,3,4.2,0.0,3,2,-5.333333333333333,3.08
OP-004,2026-09-19,3,4.233333333333333,100.0,0,2,-5.0,4.77
OP-004,2026-09-20,1,0.0,100.0,0,2,1.0,1.33
OP-004,2026-09-21,2,3.1500000000000004,50.0,1,0,-13.0,3.55
OP-004,2026-09-22,2,3.55,50.0,1,2,-12.5,2.37
OP-005,2026-08-24,1,3.5,100.0,1,2,8.0,1.9
OP-005,2026-08-25,2,4.2,100.0,0,2,11.0,5.52
OP-005,2026-08-26,1,4.6,100.0,1,3,19.0,2.5
OP-005,2026-08-27,3,5.066666666666667,100.0,0,2,4.0,6.3
OP-005,2026-08-28,3,3.8000000000000003,100.0,0,2,6.666666666666667,6.57
OP-005,2026-08-29,3,5.733333333333333,100.0,0,4,7.666666666666667,6.9
OP-005,2026-08-30,2,7.199999999999999,100.0,0,4,18.5,4.52
OP-005,2026-08-31,1,6.5,100.0,0,0,-9.0,1.02
OP-005,2026-09-01,1,5.4,100.0,1,2,12.0,1.53
OP-005,2026-09-02,3,4.2,100.0,0,2,1.0,4.82
OP-005,2026-09-03,3,5.366666666666667,100.0,0,1,1.3333333333333333,6.37
OP-005,2026-09-04,1,3.3,100.0,0,0,23.0,1.48
OP-005,2026-09-05,1,3.5,100.0,0,0,-18.0,1.87
OP-005,2026-09-06,2,5.6,100.0,1,4,-4.5,2.93
OP-005,2026-09-07,2,3.0999999999999996,100.0,0,2,-8.5,2.85
OP-005,2026-09-08,2,4.8,100.0,0,2,4.0,2.97
OP-005,2026-09-09,1,6.1,100.0,0,0,16.0,2.17
OP-005,2026-09-10,1,2.2,100.0,1,3,34.0,3.0
OP-005,2026-09-11,1,6.1,100.0,0,2,3.0,1.08
OP-005,2026-09-12,2,3.9,100.0,0,3,-1.5,3.43
OP-005,2026-09-13,1,6.1,100.0,0,1,10.0,2.17
OP-005,2026-09-14,1,6.1,100.0,0,2,-25.0,1.88
OP-005,2026-09-15,1,4.2,100.0,2,3,3.0,2.38
OP-005,2026-09-16,1,1.6,100.0,1,1,2.0,1.02
OP-005,2026-09-17,2,5.65,100.0,1,5,11.5,4.95
OP-005,2026-09-18,1,6.4,100.0,0,3,-2.0,1.8
OP-005,2026-09-19,1,6.4,100.0,0,1,11.0,1.82
OP-005,2026-09-20,1,4.5,100.0,0,0,34.0,2.95
OP-005,2026-09-21,1,4.5,100.0,0,3,6.0,1.08
OP-005,2026-09-22,1,4.7,100.0,0,1,6.0,1.42
OP-006,2026-08-24,1,7.8,100.0,0,1,5.0,1.05
OP-006,2026-08-25,2,5.85,100.0,0,2,10.0,2.8
OP-006,2026-08-26,3,4.066666666666666,100.0,1,4,10.0,5.52
OP-006,2026-08-27,3,5.633333333333333,100.0,0,3,26.0,7.47
OP-006,2026-08-28,1,4.0,100.0,0,0,4.0,2.48
OP-006,2026-08-29,2,5.25,100.0,0,0,-2.0,1.9
OP-006,2026-08-30,2,5.25,100.0,0,0,5.5,2.18
OP-006,2026-08-31,2,4.6,100.0,1,2,-1.0,4.32
OP-006,2026-09-01,2,4.0,100.0,0,1,31.5,5.87
OP-006,2026-09-02,1,6.8,100.0,0,0,-2.0,0.97
OP-006,2026-09-03,3,3.1999999999999997,100.0,0,4,8.333333333333334,6.12
OP-006,2026-09-04,2,3.95,100.0,0,1,6.0,3.72
OP-006,2026-09-05,3,6.033333333333334,66.66666666666667,1,1,7.333333333333333,4.57
OP-006,2026-09-06,3,5.266666666666667,100.0,0,3,1.0,4.22
OP-006,2026-09-07,2,3.3,100.0,0,3,-1.0,2.12
OP-006,2026-09-08,2,5.0,100.0,1,2,15.5,5.18
OP-006,2026-09-09,2,4.55,100.0,1,3,2.0,3.3
OP-006,2026-09-10,3,3.1666666666666665,100.0,0,1,4.666666666666667,7.83
OP-006,2026-09-11,1,5.7,100.0,0,0,39.0,4.07
OP-006,2026-09-12,1,9.0,100.0,0,2,13.0,1.83
OP-006,2026-09-13,3,4.8999999999999995,100.0,0,3,5.333333333333333,7.0
OP-006,2026-09-14,1,3.4,100.0,0,1,23.0,1.95
OP-006,2026-09-15,3,5.333333333333333,100.0,0,5,12.333333333333334,5.65
OP-006,2026-09-16,3,5.433333333333334,100.0,0,3,2.0,7.02
OP-006,2026-09-17,2,8.4,100.0,0,0,1.0,3.8
OP-006,2026-09-18,2,4.9,100.0,0,6,2.5,4.15
OP-006,2026-09-19,1,4.4,100.0,0,2,9.0,3.03
OP-006,2026-09-20,1,4.1,100.0,0,0,10.0,2.02
OP-006,2026-09-21,3,5.8,100.0,0,3,11.666666666666666,6.45
OP-006,2026-09-22,2,4.6,100.0,0,1,10.0,3.92
OP-007,2026-08-24,1,27.1,100.0,3,3,16.0,2.32
OP-007,2026-08-25,1,24.5,100.0,0,1,58.0,3.58
OP-007,2026-08-26,3,20.099999999999998,100.0,3,5,20.666666666666668,6.73
OP-007,2026-08-27,1,23.2,100.0,0,1,19.0,2.78
OP-007,2026-08-28,1,22.4,100.0,3,3,9.0,1.77
OP-007,2026-08-29,1,23.9,100.0,0,0,21.0,2.28
OP-007,2026-08-30,3,17.96666666666667,100.0,2,2,19.333333333333332,6.82
OP-007,2026-08-31,1,25.1,100.0,1,2,26.0,3.5
OP-007,2026-09-01,1,28.2,100.0,2,2,21.0,2.47
OP-007,2026-09-02,1,28.3,100.0,1,3,1.0,0.87
OP-007,2026-09-03,3,26.0,100.0,0,4,21.333333333333332,6.87
OP-007,2026-09-04,3,24.7,100.0,0,3,8.666666666666666,4.57
OP-007,2026-09-05,3,21.03333333333333,100.0,4,4,11.333333333333334,5.12
OP-007,2026-09-06,1,26.3,100.0,2,3,10.0,2.9
OP-007,2026-09-07,1,14.5,100.0,0,0,-6.0,0.9
OP-007,2026-09-08,1,23.8,100.0,2,2,14.0,2.08
OP-007,2026-09-09,1,27.5,100.0,0,0,1.0,2.17
OP-007,2026-09-10,1,17.8,100.0,1,2,15.0,1.48
OP-007,2026-09-11,2,21.65,100.0,1,3,22.0,5.22
OP-007,2026-09-12,1,24.1,100.0,1,1,9.0,1.92
OP-007,2026-09-13,1,23.6,100.0,0,0,22.0,2.88
OP-007,2026-09-14,3,25.666666666666668,100.0,2,4,5.0,3.5
OP-007,2026-09-15,3,23.666666666666668,100.0,2,2,13.333333333333334,5.1
OP-007,2026-09-16,1,27.0,100.0,3,3,24.0,2.33
OP-007,2026-09-17,1,25.2,100.0,2,3,25.0,2.43
OP-007,2026-09-18,3,22.166666666666668,100.0,3,3,7.333333333333333,5.88
OP-007,2026-09-19,2,28.9,100.0,1,1,16.0,4.4
OP-007,2026-09-20,1,26.8,100.0,0,0,20.0,1.85
OP-007,2026-09-21,1,21.2,100.0,0,0,19.0,2.18
OP-007,2026-09-22,3,26.233333333333334,100.0,3,3,6.333333333333333,4.57
OP-008,2026-08-24,1,4.7,100.0,0,0,-1.0,1.42
OP-008,2026-08-25,3,4.5,100.0,0,1,6.333333333333333,4.03
OP-008,2026-08-26,2,4.6,100.0,0,0,-4.0,4.03
OP-008,2026-08-27,1,4.0,100.0,0,3,9.0,2.05
OP-008,2026-08-28,1,5.5,100.0,0,1,16.0,3.03
OP-008,2026-08-29,1,0.0,100.0,1,1,6.0,1.22
OP-008,2026-08-30,1,6.2,100.0,1,2,0.0,1.05
OP-008,2026-08-31,1,6.9,100.0,1,1,-12.0,2.38
OP-008,2026-09-01,3,5.7,100.0,0,0,-9.666666666666666,5.27
OP-008,2026-09-02,1,5.6,100.0,0,2,24.0,2.68
OP-008,2026-09-03,1,3.3,100.0,0,0,-12.0,1.0
OP-008,2026-09-04,1,5.9,100.0,0,0,13.0,1.97
OP-008,2026-09-05,1,7.1,100.0,0,1,9.0,1.15
OP-008,2026-09-06,3,8.133333333333333,100.0,0,6,-6.333333333333333,4.7
OP-008,2026-09-07,1,4.5,100.0,0,0,-3.0,2.22
OP-008,2026-09-08,3,3.7999999999999994,66.66666666666667,2,3,0.3333333333333333,5.33
OP-008,2026-09-09,2,3.5999999999999996,100.0,1,5,-5.5,3.82
OP-008,2026-09-10,1,5.9,100.0,0,0,-2.0,1.95
OP-008,2026-09-11,2,5.6,100.0,0,0,5.0,4.1
OP-008,2026-09-12,3,2.733333333333333,100.0,0,0,3.0,7.3
OP-008,2026-09-13,1,6.0,100.0,0,0,7.0,2.22
OP-008,2026-09-14,2,5.1,100.0,0,3,0.5,4.43
OP-008,2026-09-15,1,5.7,100.0,0,1,-1.0,2.92
OP-008,2026-09-16,1,3.6,100.0,0,2,-5.0,1.38
OP-008,2026-09-17,1,12.2,100.0,0,3,-8.0,1.48
OP-008,2026-09-18,3,4.766666666666667,100.0,0,4,-5.333333333333333,5.78
OP-008,2026-09-19,2,5.15,100.0,0,3,-3.5,2.63
OP-008,2026-09-20,2,6.5,100.0,1,1,-3.5,2.83
OP-008,2026-09-21,1,4.7,100.0,0,1,6.0,2.12
OP-008,2026-09-22,3,4.233333333333333,100.0,0,2,-1.0,5.63
OP-009,2026-08-24,1,3.5,100.0,0,1,20.0,2.85
OP-009,2026-08-25,2,8.05,100.0,0,3,3.5,3.63
OP-009,2026-08-26,1,8.7,100.0,0,1,15.0,3.43
OP-009,2026-08-27,3,5.1000000000000005,33.333333333333336,3,4,10.666666666666666,6.07
OP-009,2026-08-28,3,4.2,100.0,0,2,6.0,5.68
OP-009,2026-08-29,1,3.2,100.0,0,1,3.0,2.07
OP-009,2026-08-30,3,3.233333333333333,66.66666666666667,2,3,4.333333333333333,4.78
OP-009,2026-08-31,1,6.0,100.0,1,2,-2.0,1.92
OP-009,2026-09-01,3,5.2,33.333333333333336,2,2,-3.3333333333333335,4.73
OP-009,2026-09-02,3,7.633333333333333,66.66666666666667,1,2,9.0,6.08
OP-009,2026-09-03,1,6.2,0.0,1,0,10.0,1.6
OP-009,2026-09-04,2,2.4,100.0,0,1,5.5,1.98
OP-009,2026-09-05,3,4.733333333333333,100.0,0,5,-6.0,4.4
OP-009,2026-09-06,1,11.4,0.0,1,0,-1.0,1.3
OP-009,2026-09-07,1,3.7,0.0,1,3,36.0,3.6
OP-009,2026-09-08,2,6.949999999999999,100.0,2,2,7.0,2.65
OP-009,2026-09-09,2,2.95,100.0,0,0,1.0,4.13
OP-009,2026-09-10,2,6.9,100.0,0,0,7.0,4.3
OP-009,2026-09-11,1,2.6,100.0,0,2,5.0,1.25
OP-009,2026-09-12,1,4.9,100.0,0,0,3.0,1.0
OP-009,2026-09-13,3,5.166666666666667,100.0,0,0,9.333333333333334,8.03
OP-009,2026-09-14,3,2.9333333333333336,66.66666666666667,2,4,5.0,4.85
OP-009,2026-09-15,1,6.2,100.0,0,0,-12.0,2.38
OP-009,2026-09-16,2,3.5999999999999996,100.0,0,2,5.5,2.85
OP-009,2026-09-17,1,2.6,100.0,1,3,-2.0,1.28
OP-009,2026-09-18,1,2.1,100.0,0,0,6.0,2.32
OP-009,2026-09-19,2,4.55,50.0,1,0,9.0,4.85
OP-009,2026-09-20,1,1.2,100.0,1,2,11.0,1.33
OP-009,2026-09-21,3,7.533333333333334,100.0,1,3,6.333333333333333,5.1
OP-009,2026-09-22,1,3.8,100.0,0,0,3.0,2.58
OP-010,2026-08-24,3,4.233333333333333,100.0,0,1,-2.3333333333333335,4.75
OP-010,2026-08-25,1,5.8,100.0,0,0,-4.0,2.3
OP-010,2026-08-26,2,7.5,100.0,0,0,-2.5,3.1
OP-010,2026-08-27,1,6.9,100.0,0,0,5.0,1.67
OP-010,2026-08-28,1,3.6,100.0,0,0,3.0,1.83
OP-010,2026-08-29,1,4.0,100.0,0,2,8.0,2.47
OP-010,2026-08-30,3,4.166666666666667,100.0,1,3,-2.6666666666666665,4.52
OP-010,2026-08-31,3,5.033333333333333,100.0,1,5,2.3333333333333335,5.38
OP-010,2026-09-01,3,7.866666666666667,100.0,0,3,0.6666666666666666,5.43
OP-010,2026-09-02,2,4.05,100.0,0,1,3.5,4.17
OP-010,2026-09-03,3,6.933333333333333,100.0,0,1,3.3333333333333335,6.9
OP-010,2026-09-04,1,3.6,100.0,0,1,-7.0,2.77
OP-010,2026-09-05,3,3.3333333333333335,100.0,1,1,4.0,6.23
OP-010,2026-09-06,3,5.733333333333333,66.66666666666667,1,3,6.0,6.13
OP-010,2026-09-07,1,12.2,100.0,0,2,-8.0,0.8
OP-010,2026-09-08,3,5.233333333333333,100.0,0,7,-8.666666666666666,4.97
OP-010,2026-09-09,1,4.1,100.0,0,1,6.0,1.6
OP-010,2026-09-10,1,8.3,100.0,0,2,1.0,1.8
OP-010,2026-09-11,1,4.1,100.0,0,2,21.0,2.83
OP-010,2026-09-12,2,5.15,100.0,0,2,0.0,5.45
OP-010,2026-09-13,2,4.6,100.0,0,0,1.0,3.9
OP-010,2026-09-14,3,5.900000000000001,100.0,0,0,-4.0,5.12
OP-010,2026-09-15,2,7.05,100.0,1,4,-8.0,2.77
OP-010,2026-09-16,2,8.45,100.0,0,3,10.5,4.15
OP-010,2026-09-17,3,2.8333333333333335,100.0,1,4,-6.666666666666667,3.33
OP-010,2026-09-18,1,3.0,100.0,0,0,5.0,1.67
OP-010,2026-09-19,1,5.6,100.0,0,2,1.0,1.48
OP-010,2026-09-20,2,4.949999999999999,100.0,0,2,-6.5,3.33
OP-010,2026-09-21,1,7.0,100.0,0,0,-5.0,1.17
OP-010,2026-09-22,2,4.550000000000001,100.0,1,3,-8.0,2.18
OP-011,2026-08-24,1,27.6,100.0,1,1,21.0,1.73
OP-011,2026-08-25,2,28.25,100.0,0,2,50.5,6.9
OP-011,2026-08-26,2,23.75,100.0,2,2,33.0,4.95
OP-011,2026-08-27,1,24.6,100.0,3,3,39.0,2.02
OP-011,2026-08-28,3,25.3,100.0,1,1,19.666666666666668,4.75
OP-011,2026-08-29,3,23.766666666666666,66.66666666666667,3,2,29.666666666666668,6.4
OP-011,2026-08-30,2,22.35,100.0,1,3,17.0,3.93
OP-011,2026-08-31,1,24.5,100.0,1,2,19.0,1.62
OP-011,2026-09-01,1,27.6,100.0,0,0,21.0,2.7
OP-011,2026-09-02,3,21.766666666666666,100.0,1,2,43.0,8.75
OP-011,2026-09-03,1,25.3,100.0,0,1,37.0,2.62
OP-011,2026-09-04,2,23.75,100.0,4,4,40.0,4.92
OP-011,2026-09-05,1,23.8,100.0,1,2,21.0,1.38
OP-011,2026-09-06,2,18.700000000000003,100.0,1,2,16.5,3.38
OP-011,2026-09-07,2,26.1,100.0,3,3,50.0,6.93
OP-011,2026-09-08,1,22.5,0.0,1,0,52.0,2.87
OP-011,2026-09-09,2,23.4,100.0,2,2,31.0,4.45
OP-011,2026-09-10,1,27.2,100.0,1,1,12.0,1.52
OP-011,2026-09-11,2,28.65,100.0,2,4,31.5,4.08
OP-011,2026-09-12,1,21.9,100.0,0,0,19.0,2.42
OP-011,2026-09-13,2,26.85,100.0,1,4,34.0,6.02
OP-011,2026-09-14,3,22.7,100.0,4,6,9.666666666666666,6.38
OP-011,2026-09-15,1,29.4,100.0,2,2,14.0,1.12
OP-011,2026-09-16,2,20.4,100.0,1,2,29.0,4.55
OP-011,2026-09-17,1,23.5,100.0,0,1,21.0,1.97
OP-011,2026-09-18,1,23.5,100.0,1,1,28.0,1.4
OP-011,2026-09-19,1,22.5,100.0,2,2,49.0,2.8
OP-011,2026-09-20,1,23.5,100.0,0,1,17.0,1.97
OP-011,2026-09-21,3,24.53333333333333,100.0,3,7,21.0,4.6
OP-011,2026-09-22,1,25.0,100.0,0,1,26.0,1.78
OP-012,2026-08-24,1,6.9,100.0,0,1,5.0,1.67
OP-012,2026-08-25,2,5.5,100.0,0,2,14.5,5.47
OP-012,2026-08-26,3,5.033333333333333,100.0,0,2,15.333333333333334,6.78
OP-012,2026-08-27,2,4.949999999999999,100.0,0,1,8.5,5.33
OP-012,2026-08-28,1,7.3,100.0,0,2,5.0,0.9
OP-012,2026-08-29,1,6.6,100.0,0,0,3.0,1.0
OP-012,2026-08-30,1,7.7,100.0,0,2,9.0,2.57
OP-012,2026-08-31,3,4.966666666666666,100.0,1,3,7.0,7.2
OP-012,2026-09-01,1,6.9,100.0,0,2,26.0,2.15
OP-012,2026-09-02,1,2.7,100.0,0,0,18.0,1.85
OP-012,2026-09-03,2,4.4,100.0,0,0,6.5,4.87
OP-012,2026-09-04,2,2.45,100.0,0,2,3.5,3.4
OP-012,2026-09-05,2,4.9,100.0,0,0,10.5,4.63
OP-012,2026-09-06,1,7.2,100.0,0,0,6.0,1.13
OP-012,2026-09-07,2,4.85,100.0,0,0,17.0,3.7
OP-012,2026-09-08,3,5.766666666666667,100.0,0,4,5.333333333333333,6.7
OP-012,2026-09-09,1,4.9,100.0,0,1,5.0,2.02
OP-012,2026-09-10,3,6.433333333333334,100.0,0,3,14.0,7.83
OP-012,2026-09-11,1,3.3,100.0,0,0,12.0,3.05
OP-012,2026-09-12,3,4.233333333333333,100.0,0,3,8.0,4.33
OP-012,2026-09-13,1,4.8,100.0,0,0,23.0,2.75
OP-012,2026-09-14,2,6.95,100.0,1,3,9.0,4.35
OP-012,2026-09-15,1,7.1,100.0,0,3,8.0,2.58
OP-012,2026-09-16,1,6.4,100.0,0,0,-5.0,1.8
OP-012,2026-09-17,1,9.1,0.0,1,2,-3.0,1.08
OP-012,2026-09-18,3,4.466666666666667,100.0,0,2,5.333333333333333,6.32
OP-012,2026-09-19,1,5.7,100.0,0,0,17.0,2.32
OP-012,2026-09-20,3,4.366666666666666,100.0,0,4,6.666666666666667,4.72
OP-012,2026-09-21,1,1.1,100.0,0,0,-6.0,1.45
OP-012,2026-09-22,2,6.0,100.0,0,2,23.5,5.12
OP-013,2026-08-24,1,7.7,100.0,0,0,13.0,1.28
OP-013,2026-08-25,2,7.0,100.0,0,1,19.0,4.45
OP-013,2026-08-26,3,5.5,100.0,0,2,9.0,6.43
OP-013,2026-08-27,1,3.3,100.0,0,3,-1.0,1.0
OP-013,2026-08-28,2,5.05,100.0,1,3,11.5,4.43
OP-013,2026-08-29,1,5.5,100.0,0,2,17.0,2.72
OP-013,2026-08-30,1,3.8,100.0,1,2,13.0,2.18
OP-013,2026-08-31,2,5.25,100.0,0,4,1.5,3.52
OP-013,2026-09-01,3,3.3666666666666667,100.0,0,3,15.666666666666666,7.02
OP-013,2026-09-02,1,3.1,100.0,0,1,20.0,2.67
OP-013,2026-09-03,1,8.8,100.0,0,3,8.0,2.65
OP-013,2026-09-04,1,4.6,100.0,0,0,19.0,2.5
OP-013,2026-09-05,3,4.733333333333333,100.0,0,2,2.3333333333333335,3.95
OP-013,2026-09-06,1,3.5,100.0,0,2,27.0,2.37
OP-013,2026-09-07,1,4.6,100.0,1,2,23.0,2.88
OP-013,2026-09-08,1,5.4,100.0,1,1,1.0,0.92
OP-013,2026-09-09,3,5.3,66.66666666666667,1,0,8.0,5.33
OP-013,2026-09-10,2,3.4,100.0,1,3,12.0,4.93
OP-013,2026-09-11,2,4.05,100.0,0,2,8.0,4.45
OP-013,2026-09-12,1,6.5,100.0,0,0,-6.0,1.52
