timestamp,task_id,operator_id,machine_id,avg_distance_5min,min_distance_5min,distance_trend_5min,proximity_rate_5min,avg_speed_5min,seatbelt_off_rate_5min,idle_rate_5min,machine_health_score,site_traffic_density,visibility_pct,ambient_temp_c,hazard_next_5min
2026-08-24 19:23:00,TSK-00001,OP-001,MC-008,31.18,27.0,-8.5,0.0,8.08,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:24:00,TSK-00001,OP-001,MC-008,27.72,18.2,-16.5,0.0,7.64,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:25:00,TSK-00001,OP-001,MC-008,27.2,18.2,3.9,0.0,7.12,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:26:00,TSK-00001,OP-001,MC-008,30.58,18.2,14.6,0.0,7.98,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:27:00,TSK-00001,OP-001,MC-008,29.06,18.2,-4.1,0.0,6.62,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:28:00,TSK-00001,OP-001,MC-008,28.42,18.2,5.6,0.0,7.48,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:29:00,TSK-00001,OP-001,MC-008,29.38,22.9,-9.1,0.0,7.96,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:30:00,TSK-00001,OP-001,MC-008,30.12,22.9,-9.3,0.0,8.02,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:31:00,TSK-00001,OP-001,MC-008,27.82,22.9,10.7,0.0,7.8,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:32:00,TSK-00001,OP-001,MC-008,28.98,23.0,4.9,0.0,9.66,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:33:00,TSK-00001,OP-001,MC-008,28.76,22.7,-0.3,0.0,8.42,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:34:00,TSK-00001,OP-001,MC-008,30.3,22.7,-5.1,0.0,8.56,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:35:00,TSK-00001,OP-001,MC-008,26.64,17.5,-16.1,0.0,8.84,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:36:00,TSK-00001,OP-001,MC-008,26.14,17.5,2.4,0.0,8.24,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:37:00,TSK-00001,OP-001,MC-008,27.8,17.5,14.3,0.0,8.06,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:38:00,TSK-00001,OP-001,MC-008,27.26,17.5,-10.7,0.0,6.96,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:39:00,TSK-00001,OP-001,MC-008,24.66,17.5,0.2,0.0,6.62,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:40:00,TSK-00001,OP-001,MC-008,29.68,17.7,11.5,0.0,6.96,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:41:00,TSK-00001,OP-001,MC-008,28.48,17.7,-11.9,0.0,7.3,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:42:00,TSK-00001,OP-001,MC-008,28.9,17.7,19.1,0.0,6.4,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:43:00,TSK-00001,OP-001,MC-008,30.66,17.7,11.1,0.0,7.22,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:44:00,TSK-00001,OP-001,MC-008,32.86,25.1,-13.9,0.0,7.1,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:45:00,TSK-00001,OP-001,MC-008,31.04,25.1,8.4,0.0,6.92,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:46:00,TSK-00001,OP-001,MC-008,30.6,22.9,-16.2,0.0,5.5,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:47:00,TSK-00001,OP-001,MC-008,29.0,22.9,2.3,0.0,5.26,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:48:00,TSK-00001,OP-001,MC-008,28.62,22.9,-1.8,0.0,6.42,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:49:00,TSK-00001,OP-001,MC-008,26.76,19.4,-14.1,0.0,6.48,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:50:00,TSK-00001,OP-001,MC-008,26.6,19.4,9.8,0.0,5.96,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:51:00,TSK-00001,OP-001,MC-008,27.6,19.4,-3.2,0.0,8.04,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:52:00,TSK-00001,OP-001,MC-008,27.12,19.4,1.8,0.0,8.46,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:53:00,TSK-00001,OP-001,MC-008,25.8,19.4,0.9,0.0,8.02,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:54:00,TSK-00001,OP-001,MC-008,30.46,20.3,10.0,0.0,8.22,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:55:00,TSK-00001,OP-001,MC-008,31.32,20.3,9.1,0.0,8.66,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:56:00,TSK-00001,OP-001,MC-008,33.28,20.3,9.0,0.0,8.3,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:57:00,TSK-00001,OP-001,MC-008,33.06,20.3,7.3,0.0,7.12,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:58:00,TSK-00001,OP-001,MC-008,32.24,16.2,-26.5,0.0,7.5,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 19:59:00,TSK-00001,OP-001,MC-008,32.82,16.2,8.6,0.0,6.68,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:00:00,TSK-00001,OP-001,MC-008,31.32,16.2,-8.2,0.0,7.06,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:01:00,TSK-00001,OP-001,MC-008,28.58,16.2,-3.6,0.0,7.44,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:02:00,TSK-00001,OP-001,MC-008,29.72,16.2,17.1,0.0,9.82,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:03:00,TSK-00001,OP-001,MC-008,34.34,24.0,-6.3,0.0,9.2,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:04:00,TSK-00001,OP-001,MC-008,31.18,24.0,0.3,0.0,8.96,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:05:00,TSK-00001,OP-001,MC-008,33.32,24.0,16.2,0.0,7.38,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:06:00,TSK-00001,OP-001,MC-008,36.26,29.8,5.4,0.0,6.66,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:07:00,TSK-00001,OP-001,MC-008,33.88,21.4,-17.9,0.0,6.68,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:08:00,TSK-00001,OP-001,MC-008,30.94,21.4,-5.2,0.0,7.0,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:09:00,TSK-00001,OP-001,MC-008,32.52,21.4,-2.5,0.0,8.2,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:10:00,TSK-00001,OP-001,MC-008,26.14,8.3,-30.4,0.0,10.44,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:11:00,TSK-00001,OP-001,MC-008,24.16,8.3,7.4,0.0,11.7,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:12:00,TSK-00001,OP-001,MC-008,23.6,8.3,-6.0,0.0,10.88,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:13:00,TSK-00001,OP-001,MC-008,23.92,8.3,-11.5,0.0,11.72,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:14:00,TSK-00001,OP-001,MC-008,21.9,8.3,19.3,0.0,11.14,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:15:00,TSK-00001,OP-001,MC-008,25.66,18.6,-1.7,0.0,9.8,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:16:00,TSK-00001,OP-001,MC-008,25.02,18.6,7.0,0.0,9.46,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:17:00,TSK-00001,OP-001,MC-008,25.54,21.2,-5.0,0.0,9.28,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:18:00,TSK-00001,OP-001,MC-008,29.96,21.2,20.7,0.0,9.32,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:19:00,TSK-00001,OP-001,MC-008,33.42,21.2,17.8,0.0,9.4,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:20:00,TSK-00001,OP-001,MC-008,32.14,20.7,-4.9,0.0,8.86,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:21:00,TSK-00001,OP-001,MC-008,35.56,20.7,21.5,0.0,7.38,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:22:00,TSK-00001,OP-001,MC-008,36.68,20.7,-21.5,0.0,8.04,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:23:00,TSK-00001,OP-001,MC-008,33.22,20.7,-13.9,0.0,7.28,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:24:00,TSK-00001,OP-001,MC-008,30.14,20.7,8.8,0.0,7.24,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:25:00,TSK-00001,OP-001,MC-008,30.94,24.7,-18.0,0.0,7.16,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:26:00,TSK-00001,OP-001,MC-008,29.98,24.7,11.1,0.0,7.48,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:27:00,TSK-00001,OP-001,MC-008,30.82,24.7,0.0,0.0,7.04,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:28:00,TSK-00001,OP-001,MC-008,29.86,24.7,-3.3,0.0,7.06,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 20:29:00,TSK-00001,OP-001,MC-008,27.88,19.6,-5.1,0.0,7.44,0.0,0.0,35.0,Medium,23.5,26.2,0
2026-08-24 07:00:00,TSK-00002,OP-002,MC-010,37.2,37.2,,0.0,0.8,0.0,1.0,35.0,Low,49.8,23.6,0
2026-08-24 07:01:00,TSK-00002,OP-002,MC-010,30.55,23.9,,0.0,3.4,0.0,0.5,35.0,Low,49.8,23.6,0
2026-08-24 07:02:00,TSK-00002,OP-002,MC-010,29.667,23.9,,0.0,5.033,0.0,0.333,35.0,Low,49.8,23.6,0
2026-08-24 07:03:00,TSK-00002,OP-002,MC-010,30.475,23.9,,0.0,3.875,0.0,0.5,35.0,Low,49.8,23.6,0
2026-08-24 07:04:00,TSK-00002,OP-002,MC-010,27.28,14.5,-22.7,0.0,4.66,0.0,0.4,35.0,Low,49.8,23.6,0
2026-08-24 07:05:00,TSK-00002,OP-002,MC-010,22.02,10.9,-13.0,0.0,4.6,0.0,0.4,35.0,Low,49.8,23.6,0
2026-08-24 07:06:00,TSK-00002,OP-002,MC-010,23.8,10.9,4.9,0.0,5.02,0.0,0.4,35.0,Low,49.8,23.6,0
2026-08-24 07:07:00,TSK-00002,OP-002,MC-010,25.0,10.9,1.0,0.0,5.74,0.0,0.4,35.0,Low,49.8,23.6,0
2026-08-24 07:08:00,TSK-00002,OP-002,MC-010,27.72,10.9,32.0,0.0,6.86,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:09:00,TSK-00002,OP-002,MC-010,31.08,10.9,20.4,0.0,6.86,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:10:00,TSK-00002,OP-002,MC-010,36.22,31.3,3.8,0.0,8.18,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 07:11:00,TSK-00002,OP-002,MC-010,35.34,28.4,-5.5,0.0,6.56,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:12:00,TSK-00002,OP-002,MC-010,35.04,28.4,-14.1,0.0,6.24,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:13:00,TSK-00002,OP-002,MC-010,34.4,28.4,12.0,0.0,6.66,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:14:00,TSK-00002,OP-002,MC-010,30.74,13.0,-23.6,0.0,6.18,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:15:00,TSK-00002,OP-002,MC-010,30.08,13.0,4.9,0.0,6.38,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:16:00,TSK-00002,OP-002,MC-010,33.82,13.0,14.7,0.0,6.5,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:17:00,TSK-00002,OP-002,MC-010,33.8,13.0,-11.0,0.0,5.46,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:18:00,TSK-00002,OP-002,MC-010,33.78,13.0,30.2,0.0,4.88,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:19:00,TSK-00002,OP-002,MC-010,36.18,25.0,-8.3,0.0,5.16,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:20:00,TSK-00002,OP-002,MC-010,35.46,25.0,-17.4,0.0,5.08,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:21:00,TSK-00002,OP-002,MC-010,32.1,25.0,-2.0,0.0,6.76,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 07:22:00,TSK-00002,OP-002,MC-010,28.1,12.3,-30.9,0.0,7.76,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 07:23:00,TSK-00002,OP-002,MC-010,23.6,12.3,-4.3,0.0,7.76,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 07:24:00,TSK-00002,OP-002,MC-010,22.84,12.3,-8.5,0.0,7.44,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 07:25:00,TSK-00002,OP-002,MC-010,24.22,12.3,6.3,0.0,6.12,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:26:00,TSK-00002,OP-002,MC-010,25.56,12.3,24.7,0.0,6.66,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:27:00,TSK-00002,OP-002,MC-010,29.62,20.7,11.9,0.0,4.64,0.0,0.4,35.0,Low,49.8,23.6,0
2026-08-24 07:28:00,TSK-00002,OP-002,MC-010,32.8,21.2,15.4,0.0,5.92,0.0,0.4,35.0,Low,49.8,23.6,0
2026-08-24 07:29:00,TSK-00002,OP-002,MC-010,34.3,28.7,-7.9,0.0,4.9,0.0,0.6,35.0,Low,49.8,23.6,0
2026-08-24 07:30:00,TSK-00002,OP-002,MC-010,34.9,28.7,2.6,0.0,6.2,0.0,0.4,35.0,Low,49.8,23.6,0
2026-08-24 07:31:00,TSK-00002,OP-002,MC-010,33.52,28.7,-2.5,0.0,4.9,0.0,0.4,35.0,Low,49.8,23.6,0
2026-08-24 07:32:00,TSK-00002,OP-002,MC-010,33.1,28.7,-6.1,0.0,5.04,0.0,0.4,35.0,Low,49.8,23.6,0
2026-08-24 07:33:00,TSK-00002,OP-002,MC-010,31.36,27.9,-0.8,0.0,3.16,0.0,0.4,35.0,Low,49.8,23.6,0
2026-08-24 07:34:00,TSK-00002,OP-002,MC-010,32.72,27.9,-4.1,0.0,4.62,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:35:00,TSK-00002,OP-002,MC-010,30.12,26.6,-3.5,0.0,5.52,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:36:00,TSK-00002,OP-002,MC-010,31.66,26.6,7.3,0.0,6.36,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:37:00,TSK-00002,OP-002,MC-010,29.74,20.9,-7.0,0.0,8.26,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 07:38:00,TSK-00002,OP-002,MC-010,28.4,20.9,-14.3,0.0,8.96,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 07:39:00,TSK-00002,OP-002,MC-010,28.4,20.9,8.9,0.0,8.28,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 07:40:00,TSK-00002,OP-002,MC-010,28.94,20.9,-8.5,0.0,7.48,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 07:41:00,TSK-00002,OP-002,MC-010,26.66,20.9,5.5,0.0,5.64,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:42:00,TSK-00002,OP-002,MC-010,29.9,21.2,15.9,0.0,4.64,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:43:00,TSK-00002,OP-002,MC-010,30.68,25.1,-10.4,0.0,3.88,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:44:00,TSK-00002,OP-002,MC-010,29.26,25.1,-0.9,0.0,4.62,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:45:00,TSK-00002,OP-002,MC-010,31.64,25.1,14.8,0.0,4.1,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:46:00,TSK-00002,OP-002,MC-010,34.82,25.1,5.2,0.0,6.36,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 07:47:00,TSK-00002,OP-002,MC-010,35.92,25.1,17.5,0.0,7.26,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 07:48:00,TSK-00002,OP-002,MC-010,36.44,27.7,-0.7,0.0,7.12,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 07:49:00,TSK-00002,OP-002,MC-010,38.72,27.7,-1.4,0.0,7.14,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 07:50:00,TSK-00002,OP-002,MC-010,34.96,22.4,-19.9,0.0,8.08,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 07:51:00,TSK-00002,OP-002,MC-010,31.04,22.4,-19.9,0.0,7.54,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 07:52:00,TSK-00002,OP-002,MC-010,24.76,11.2,-16.5,0.0,5.66,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:53:00,TSK-00002,OP-002,MC-010,27.9,11.2,3.6,0.0,5.44,0.0,0.4,35.0,Low,49.8,23.6,0
2026-08-24 07:54:00,TSK-00002,OP-002,MC-010,24.56,11.2,0.7,0.0,6.58,0.0,0.4,35.0,Low,49.8,23.6,0
2026-08-24 07:55:00,TSK-00002,OP-002,MC-010,25.88,11.2,6.3,0.0,6.14,0.0,0.4,35.0,Low,49.8,23.6,0
2026-08-24 07:56:00,TSK-00002,OP-002,MC-010,25.88,11.2,11.5,0.0,4.44,0.0,0.6,35.0,Low,49.8,23.6,0
2026-08-24 07:57:00,TSK-00002,OP-002,MC-010,30.76,22.7,-7.8,0.0,5.48,0.0,0.4,35.0,Low,49.8,23.6,0
2026-08-24 07:58:00,TSK-00002,OP-002,MC-010,27.48,22.7,3.9,0.0,6.92,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 07:59:00,TSK-00002,OP-002,MC-010,26.78,19.6,-9.4,0.0,6.28,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 08:00:00,TSK-00002,OP-002,MC-010,27.68,19.6,10.8,0.0,6.26,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 08:01:00,TSK-00002,OP-002,MC-010,26.84,18.5,-17.1,0.0,7.8,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 08:02:00,TSK-00002,OP-002,MC-010,24.38,18.5,-3.7,0.0,6.78,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 08:03:00,TSK-00002,OP-002,MC-010,21.6,13.1,-6.5,0.0,6.62,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 08:04:00,TSK-00002,OP-002,MC-010,21.4,13.1,-14.9,0.0,7.02,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 08:05:00,TSK-00002,OP-002,MC-010,20.98,13.1,12.9,0.0,6.58,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 08:06:00,TSK-00002,OP-002,MC-010,20.14,13.1,-9.0,0.0,7.32,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 08:07:00,TSK-00002,OP-002,MC-010,19.12,13.1,5.1,0.0,8.76,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 08:08:00,TSK-00002,OP-002,MC-010,22.5,14.3,11.4,0.0,8.78,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 08:09:00,TSK-00002,OP-002,MC-010,23.92,14.3,-5.7,0.0,8.1,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 08:10:00,TSK-00002,OP-002,MC-010,26.82,14.3,31.6,0.0,9.28,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 08:11:00,TSK-00002,OP-002,MC-010,32.9,18.2,26.5,0.0,7.92,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 08:12:00,TSK-00002,OP-002,MC-010,33.88,23.1,-6.9,0.0,8.08,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 08:13:00,TSK-00002,OP-002,MC-010,34.78,23.1,8.8,0.0,8.22,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 08:14:00,TSK-00002,OP-002,MC-010,36.84,23.1,-9.9,0.0,8.44,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 08:15:00,TSK-00002,OP-002,MC-010,32.7,23.1,-19.5,0.0,7.44,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 08:16:00,TSK-00002,OP-002,MC-010,27.36,18.0,-5.1,0.0,6.92,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 08:17:00,TSK-00002,OP-002,MC-010,28.72,18.0,-4.6,0.0,7.08,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 08:18:00,TSK-00002,OP-002,MC-010,27.54,18.0,-7.4,0.0,7.4,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 08:19:00,TSK-00002,OP-002,MC-010,25.64,18.0,1.3,0.0,6.8,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 08:20:00,TSK-00002,OP-002,MC-010,27.3,18.0,15.5,0.0,7.9,0.0,0.0,35.0,Low,49.8,23.6,0
2026-08-24 08:21:00,TSK-00002,OP-002,MC-010,28.5,24.0,-5.9,0.0,7.58,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 08:22:00,TSK-00002,OP-002,MC-010,26.68,20.8,-7.8,0.0,7.4,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 08:23:00,TSK-00002,OP-002,MC-010,27.14,20.8,4.4,0.0,6.68,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 08:24:00,TSK-00002,OP-002,MC-010,28.46,20.8,-0.4,0.0,7.5,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 08:25:00,TSK-00002,OP-002,MC-010,25.88,20.6,-3.4,0.0,5.08,0.0,0.4,35.0,Low,49.8,23.6,0
2026-08-24 08:26:00,TSK-00002,OP-002,MC-010,28.56,20.6,16.6,0.0,6.72,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 08:27:00,TSK-00002,OP-002,MC-010,27.56,15.8,-15.1,0.0,8.34,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 08:28:00,TSK-00002,OP-002,MC-010,26.46,15.8,-7.7,0.0,8.58,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 08:29:00,TSK-00002,OP-002,MC-010,25.42,15.8,7.3,0.0,8.58,0.0,0.2,35.0,Low,49.8,23.6,0
2026-08-24 08:30:00,TSK-00002,OP-002,MC-010,26.28,15.8,-12.5,0.0,9.38,0.0,0.0,35.0,Low,49.8,23.6,0
