timestamp,task_id,operator_id,machine_id,engine_status,seatbelt_status,proximity_alert,speed_kmph,engine_temp_c,fuel_level_pct,hydraulic_pressure_psi,vibration_level
2026-08-24T19:15:00,TSK-00001,OP-001,MC-002,on,yes,no,6.3,79.5,97.9,2073.0,4.74
2026-08-24T19:16:00,TSK-00001,OP-001,MC-002,on,yes,no,8.0,80.9,99.0,2073.0,3.97
2026-08-24T19:17:00,TSK-00001,OP-001,MC-002,on,yes,no,6.2,83.0,97.2,2101.0,1.59
2026-08-24T19:18:00,TSK-00001,OP-001,MC-002,on,yes,no,13.5,82.3,99.0,2174.0,3.25
2026-08-24T19:19:00,TSK-00001,OP-001,MC-002,on,yes,no,5.0,94.8,98.2,2198.0,4.23
2026-08-24T19:20:00,TSK-00001,OP-001,MC-002,on,yes,no,10.8,95.9,98.9,1993.0,3.65
2026-08-24T19:21:00,TSK-00001,OP-001,MC-002,on,yes,no,1.5,95.8,98.1,2184.0,3.51
2026-08-24T19:22:00,TSK-00001,OP-001,MC-002,on,yes,no,11.9,98.8,97.6,1978.0,1.69
2026-08-24T19:23:00,TSK-00001,OP-001,MC-002,on,yes,no,7.2,79.1,97.4,2100.0,3.08
2026-08-24T19:24:00,TSK-00001,OP-001,MC-002,on,yes,no,1.9,82.9,97.3,2355.0,3.07
2026-08-24T19:25:00,TSK-00001,OP-001,MC-002,on,yes,no,7.1,83.1,97.9,2201.0,2.46
2026-08-24T19:26:00,TSK-00001,OP-001,MC-002,on,yes,no,13.2,90.4,97.5,2114.0,2.2
2026-08-24T19:27:00,TSK-00001,OP-001,MC-002,on,yes,no,5.8,82.5,98.1,2380.0,3.46
2026-08-24T19:28:00,TSK-00001,OP-001,MC-002,on,yes,no,10.5,73.4,97.3,2191.0,0.58
2026-08-24T19:29:00,TSK-00001,OP-001,MC-002,on,yes,no,0.0,99.0,97.4,2141.0,1.33
2026-08-24T19:30:00,TSK-00001,OP-001,MC-002,on,yes,no,7.9,87.3,97.8,2174.0,3.05
2026-08-24T19:31:00,TSK-00001,OP-001,MC-002,on,yes,no,9.9,76.4,97.7,2219.0,3.3
2026-08-24T19:32:00,TSK-00001,OP-001,MC-002,on,yes,no,5.6,79.5,98.1,2303.0,3.86
2026-08-24T19:33:00,TSK-00001,OP-001,MC-002,on,yes,no,7.5,89.5,98.2,1807.0,3.78
2026-08-24T19:34:00,TSK-00001,OP-001,MC-002,on,yes,no,3.1,74.9,96.9,2310.0,3.83
2026-08-24T19:35:00,TSK-00001,OP-001,MC-002,on,yes,no,11.3,75.6,96.3,2082.0,4.77
2026-08-24T19:36:00,TSK-00001,OP-001,MC-002,on,yes,no,5.9,79.6,97.6,2088.0,1.27
2026-08-24T19:37:00,TSK-00001,OP-001,MC-002,idle,yes,no,0.4,74.8,98.1,2013.0,4.14
2026-08-24T19:38:00,TSK-00001,OP-001,MC-002,on,yes,no,9.6,88.5,96.9,2124.0,3.15
2026-08-24T19:39:00,TSK-00001,OP-001,MC-002,on,yes,no,6.6,95.3,96.4,2106.0,3.69
2026-08-24T19:40:00,TSK-00001,OP-001,MC-002,on,yes,no,7.6,84.3,96.2,2433.0,2.27
2026-08-24T19:41:00,TSK-00001,OP-001,MC-002,on,yes,no,9.8,81.3,96.0,2315.0,5.87
2026-08-24T19:42:00,TSK-00001,OP-001,MC-002,on,yes,no,11.6,85.3,96.0,2159.0,4.21
2026-08-24T19:43:00,TSK-00001,OP-001,MC-002,idle,yes,no,0.7,68.7,96.9,2517.0,3.25
2026-08-24T19:44:00,TSK-00001,OP-001,MC-002,on,yes,no,6.5,84.3,97.5,2438.0,1.74
2026-08-24T19:45:00,TSK-00001,OP-001,MC-002,on,yes,no,9.4,76.3,95.8,2254.0,2.05
2026-08-24T19:46:00,TSK-00001,OP-001,MC-002,on,yes,no,8.1,91.1,96.1,2106.0,3.0
2026-08-24T19:47:00,TSK-00001,OP-001,MC-002,on,yes,no,9.2,80.6,96.6,2257.0,1.96
2026-08-24T19:48:00,TSK-00001,OP-001,MC-002,on,yes,no,8.3,89.7,97.3,2144.0,2.36
2026-08-24T19:49:00,TSK-00001,OP-001,MC-002,on,yes,no,8.9,94.5,97.1,2112.0,1.48
2026-08-24T19:50:00,TSK-00001,OP-001,MC-002,on,yes,no,10.0,87.1,97.2,2353.0,1.58
2026-08-24T19:51:00,TSK-00001,OP-001,MC-002,on,yes,no,7.2,81.8,96.4,2240.0,3.77
2026-08-24T19:52:00,TSK-00001,OP-001,MC-002,on,yes,no,8.1,93.6,96.4,2151.0,1.69
2026-08-24T19:53:00,TSK-00001,OP-001,MC-002,on,yes,no,0.0,82.3,96.7,2375.0,6.31
2026-08-24T19:54:00,TSK-00001,OP-001,MC-002,on,yes,no,7.1,84.5,96.6,2418.0,2.68
2026-08-24T19:55:00,TSK-00001,OP-001,MC-002,on,yes,no,6.8,77.9,96.3,2122.0,3.58
2026-08-24T19:56:00,TSK-00001,OP-001,MC-002,on,yes,no,2.2,79.0,95.3,1893.0,1.33
2026-08-24T19:57:00,TSK-00001,OP-001,MC-002,on,yes,no,5.9,97.7,96.7,2161.0,4.71
2026-08-24T19:58:00,TSK-00001,OP-001,MC-002,on,yes,no,6.7,73.9,95.6,2245.0,3.37
2026-08-24T20:23:00,TSK-00002,OP-001,MC-009,on,yes,no,7.9,74.4,99.8,2191.0,3.29
2026-08-24T20:24:00,TSK-00002,OP-001,MC-009,on,yes,no,2.9,87.7,98.5,2330.0,1.58
2026-08-24T20:25:00,TSK-00002,OP-001,MC-009,on,yes,no,8.2,96.9,99.3,2130.0,2.09
2026-08-24T20:26:00,TSK-00002,OP-001,MC-009,on,yes,no,8.7,97.8,99.7,2303.0,2.83
2026-08-24T20:27:00,TSK-00002,OP-001,MC-009,on,yes,no,7.5,96.2,99.1,2116.0,3.58
2026-08-24T20:28:00,TSK-00002,OP-001,MC-009,on,yes,no,15.0,83.1,97.9,2377.0,5.81
2026-08-24T20:29:00,TSK-00002,OP-001,MC-009,on,yes,no,6.0,88.3,98.0,2129.0,2.01
2026-08-24T20:30:00,TSK-00002,OP-001,MC-009,on,yes,no,3.9,79.3,98.7,2229.0,2.96
2026-08-24T20:31:00,TSK-00002,OP-001,MC-009,on,yes,no,6.4,86.2,97.9,2662.0,4.63
2026-08-24T20:32:00,TSK-00002,OP-001,MC-009,on,yes,no,6.6,81.1,98.9,1999.0,3.52
2026-08-24T20:33:00,TSK-00002,OP-001,MC-009,on,yes,no,9.8,89.9,98.9,2349.0,4.65
2026-08-24T20:34:00,TSK-00002,OP-001,MC-009,on,yes,no,8.5,88.1,99.1,2295.0,2.43
2026-08-24T20:35:00,TSK-00002,OP-001,MC-009,on,yes,no,8.6,81.6,98.6,2234.0,3.76
2026-08-24T20:36:00,TSK-00002,OP-001,MC-009,on,yes,no,5.0,71.5,99.2,2040.0,2.99
2026-08-24T20:37:00,TSK-00002,OP-001,MC-009,on,yes,no,11.6,79.7,97.7,2141.0,1.78
2026-08-24T20:38:00,TSK-00002,OP-001,MC-009,on,yes,no,9.1,81.4,97.8,2126.0,1.62
2026-08-24T20:39:00,TSK-00002,OP-001,MC-009,on,yes,no,5.3,87.4,97.2,2122.0,4.59
2026-08-24T20:40:00,TSK-00002,OP-001,MC-009,on,yes,no,8.3,91.9,98.8,2359.0,2.55
2026-08-24T20:41:00,TSK-00002,OP-001,MC-009,on,yes,no,10.7,87.9,97.3,2450.0,3.37
2026-08-24T20:42:00,TSK-00002,OP-001,MC-009,on,yes,no,4.6,87.9,97.5,2133.0,3.29
2026-08-24T20:43:00,TSK-00002,OP-001,MC-009,on,yes,no,6.5,76.9,99.0,2364.0,0.37
2026-08-24T20:44:00,TSK-00002,OP-001,MC-009,on,yes,no,10.9,88.8,98.5,2200.0,4.48
2026-08-24T20:45:00,TSK-00002,OP-001,MC-009,on,yes,no,7.1,80.2,97.6,2288.0,2.75
2026-08-24T20:46:00,TSK-00002,OP-001,MC-009,on,yes,no,14.6,94.6,97.5,2089.0,1.4
2026-08-24T20:47:00,TSK-00002,OP-001,MC-009,on,yes,no,9.5,81.3,97.7,2318.0,4.16
2026-08-24T20:48:00,TSK-00002,OP-001,MC-009,on,yes,no,11.2,86.6,97.9,2192.0,3.6
2026-08-24T20:49:00,TSK-00002,OP-001,MC-009,on,yes,no,9.6,84.0,98.1,2102.0,2.72
2026-08-24T20:50:00,TSK-00002,OP-001,MC-009,on,yes,no,11.1,79.5,97.8,2429.0,2.9
2026-08-24T20:51:00,TSK-00002,OP-001,MC-009,on,yes,no,1.8,77.4,97.9,2407.0,3.14
2026-08-24T20:52:00,TSK-00002,OP-001,MC-009,on,yes,no,14.1,87.3,98.0,2243.0,2.82
2026-08-24T20:53:00,TSK-00002,OP-001,MC-009,on,yes,no,13.6,92.8,98.4,2229.0,5.87
2026-08-24T20:54:00,TSK-00002,OP-001,MC-009,on,yes,no,6.0,83.2,98.1,2183.0,3.68
2026-08-24T20:55:00,TSK-00002,OP-001,MC-009,on,yes,no,8.9,99.3,97.4,2321.0,1.98
2026-08-24T20:56:00,TSK-00002,OP-001,MC-009,on,yes,no,7.5,74.1,97.8,2310.0,1.47
2026-08-24T20:57:00,TSK-00002,OP-001,MC-009,on,yes,no,7.1,94.8,98.2,2440.0,3.88
2026-08-24T20:58:00,TSK-00002,OP-001,MC-009,idle,yes,no,0.3,85.2,97.1,1884.0,5.45
2026-08-24T20:59:00,TSK-00002,OP-001,MC-009,on,yes,no,6.6,86.5,97.3,2172.0,1.08
2026-08-24T21:00:00,TSK-00002,OP-001,MC-009,on,yes,no,2.5,93.4,97.8,2393.0,3.02
2026-08-24T21:01:00,TSK-00002,OP-001,MC-009,on,yes,no,9.5,83.5,96.3,2310.0,3.65
2026-08-24T21:02:00,TSK-00002,OP-001,MC-009,on,yes,no,8.7,92.2,97.0,2528.0,2.18
2026-08-24T21:03:00,TSK-00002,OP-001,MC-009,on,yes,yes,5.4,92.7,96.9,2174.0,2.02
2026-08-24T21:04:00,TSK-00002,OP-001,MC-009,on,yes,no,8.0,70.6,97.3,2368.0,2.78
2026-08-24T21:05:00,TSK-00002,OP-001,MC-009,on,yes,no,7.3,87.3,96.2,2018.0,1.65
2026-08-24T21:06:00,TSK-00002,OP-001,MC-009,on,yes,no,10.8,81.9,97.1,2150.0,1.39
2026-08-24T21:07:00,TSK-00002,OP-001,MC-009,on,yes,no,8.4,86.8,96.8,2197.0,3.35
2026-08-24T21:08:00,TSK-00002,OP-001,MC-009,on,yes,no,6.7,72.0,97.4,2291.0,1.13
2026-08-24T21:09:00,TSK-00002,OP-001,MC-009,on,yes,no,12.6,85.7,96.6,2051.0,3.16
2026-08-24T21:10:00,TSK-00002,OP-001,MC-009,on,yes,no,2.8,86.8,97.6,2343.0,5.79
2026-08-24T21:11:00,TSK-00002,OP-001,MC-009,on,yes,no,5.8,84.8,96.5,1927.0,2.15
2026-08-24T21:12:00,TSK-00002,OP-001,MC-009,on,yes,no,9.4,75.3,96.7,2183.0,2.58
2026-08-24T21:13:00,TSK-00002,OP-001,MC-009,on,yes,no,8.9,86.0,97.0,2085.0,3.08
2026-08-24T21:14:00,TSK-00002,OP-001,MC-009,on,yes,no,10.1,94.5,95.8,2237.0,3.09
2026-08-24T21:15:00,TSK-00002,OP-001,MC-009,on,yes,no,8.1,91.4,97.2,2039.0,3.1
2026-08-24T21:16:00,TSK-00002,OP-001,MC-009,on,yes,no,15.0,82.3,97.3,2194.0,1.31
2026-08-24T21:17:00,TSK-00002,OP-001,MC-009,on,yes,no,4.3,69.8,95.9,1963.0,3.98
2026-08-24T21:18:00,TSK-00002,OP-001,MC-009,on,yes,no,7.0,77.5,97.2,2303.0,2.18
2026-08-24T21:19:00,TSK-00002,OP-001,MC-009,on,yes,no,7.8,78.4,97.2,2222.0,3.12
2026-08-24T21:20:00,TSK-00002,OP-001,MC-009,on,yes,no,7.0,86.1,95.6,2259.0,3.54
2026-08-24T21:21:00,TSK-00002,OP-001,MC-009,on,yes,no,9.7,81.4,95.6,2096.0,2.21
2026-08-24T21:22:00,TSK-00002,OP-001,MC-009,on,yes,no,6.7,93.5,95.4,2336.0,3.15
2026-08-24T21:23:00,TSK-00002,OP-001,MC-009,on,yes,no,10.4,75.6,95.2,2541.0,1.98
2026-08-24T21:24:00,TSK-00002,OP-001,MC-009,on,yes,no,7.9,71.0,96.8,2221.0,6.5
2026-08-24T21:25:00,TSK-00002,OP-001,MC-009,on,yes,no,2.2,79.6,95.9,2186.0,3.02
2026-08-24T21:26:00,TSK-00002,OP-001,MC-009,on,yes,no,5.4,96.2,96.7,2085.0,1.65
2026-08-24T21:27:00,TSK-00002,OP-001,MC-009,on,yes,no,4.6,87.0,96.1,2282.0,5.16
2026-08-24T21:28:00,TSK-00002,OP-001,MC-009,on,yes,no,12.7,69.0,96.7,2233.0,2.46
2026-08-24T21:29:00,TSK-00002,OP-001,MC-009,on,yes,no,5.6,73.8,95.6,2145.0,3.26
2026-08-24T21:30:00,TSK-00002,OP-001,MC-009,on,yes,no,5.6,65.4,96.6,2283.0,2.29
2026-08-24T21:31:00,TSK-00002,OP-001,MC-009,on,yes,no,5.3,72.8,94.9,2073.0,4.11
2026-08-24T21:32:00,TSK-00002,OP-001,MC-009,on,yes,no,8.8,83.8,95.4,2557.0,3.99
2026-08-24T21:33:00,TSK-00002,OP-001,MC-009,on,yes,no,8.3,96.1,96.3,2216.0,1.71
2026-08-24T21:34:00,TSK-00002,OP-001,MC-009,on,yes,no,10.3,81.8,94.9,2244.0,2.39
2026-08-24T21:35:00,TSK-00002,OP-001,MC-009,on,yes,no,8.1,66.4,94.9,2166.0,1.89
2026-08-24T21:36:00,TSK-00002,OP-001,MC-009,on,yes,no,12.0,86.4,96.0,2290.0,4.15
2026-08-24T21:37:00,TSK-00002,OP-001,MC-009,on,yes,no,5.8,98.3,96.0,2246.0,5.48
2026-08-24T21:38:00,TSK-00002,OP-001,MC-009,on,yes,no,10.0,82.8,95.1,2185.0,1.99
2026-08-24T21:39:00,TSK-00002,OP-001,MC-009,on,yes,no,7.9,96.7,94.4,2110.0,1.13
2026-08-24T21:40:00,TSK-00002,OP-001,MC-009,on,yes,no,8.9,90.3,94.4,2055.0,2.35
2026-08-24T21:41:00,TSK-00002,OP-001,MC-009,on,yes,no,3.4,81.0,95.5,2138.0,2.11
2026-08-24T21:42:00,TSK-00002,OP-001,MC-009,on,yes,no,2.1,79.0,94.6,2241.0,3.5
2026-08-24T21:43:00,TSK-00002,OP-001,MC-009,on,yes,no,6.0,88.7,95.7,2364.0,2.34
2026-08-24T22:03:00,TSK-00003,OP-001,MC-010,on,yes,no,10.2,89.1,99.4,2143.0,1.24
2026-08-24T22:04:00,TSK-00003,OP-001,MC-010,on,yes,no,4.2,90.4,98.3,2038.0,4.94
2026-08-24T22:05:00,TSK-00003,OP-001,MC-010,on,yes,no,9.2,94.0,99.3,2121.0,4.89
2026-08-24T22:06:00,TSK-00003,OP-001,MC-010,on,yes,no,9.4,81.9,98.2,1920.0,3.1
2026-08-24T22:07:00,TSK-00003,OP-001,MC-010,on,yes,no,10.3,91.1,98.2,2053.0,2.69
2026-08-24T22:08:00,TSK-00003,OP-001,MC-010,on,yes,no,11.2,73.0,99.2,2148.0,2.67
2026-08-24T22:09:00,TSK-00003,OP-001,MC-010,on,yes,no,11.7,82.9,99.5,2102.0,1.19
2026-08-24T22:10:00,TSK-00003,OP-001,MC-010,on,yes,no,7.3,77.1,98.5,2132.0,4.3
2026-08-24T22:11:00,TSK-00003,OP-001,MC-010,on,yes,no,8.6,72.1,98.5,2095.0,2.35
2026-08-24T22:12:00,TSK-00003,OP-001,MC-010,idle,yes,no,0.4,94.8,98.4,2172.0,2.07
2026-08-24T22:13:00,TSK-00003,OP-001,MC-010,on,yes,no,6.5,92.3,97.7,2100.0,2.58
2026-08-24T22:14:00,TSK-00003,OP-001,MC-010,on,yes,no,10.3,87.7,99.1,2337.0,0.96
2026-08-24T22:15:00,TSK-00003,OP-001,MC-010,on,yes,no,6.3,87.1,99.3,2196.0,2.67
2026-08-24T22:16:00,TSK-00003,OP-001,MC-010,on,yes,no,1.4,94.1,97.6,2063.0,3.2
2026-08-24T22:17:00,TSK-00003,OP-001,MC-010,on,yes,no,11.5,78.4,98.7,1959.0,0.83
2026-08-24T22:18:00,TSK-00003,OP-001,MC-010,on,yes,no,7.2,80.0,98.2,2156.0,2.77
2026-08-24T22:19:00,TSK-00003,OP-001,MC-010,on,yes,no,3.5,90.1,98.3,2321.0,1.51
2026-08-24T22:20:00,TSK-00003,OP-001,MC-010,on,yes,no,4.6,84.1,98.9,2416.0,3.52
2026-08-24T22:21:00,TSK-00003,OP-001,MC-010,on,yes,no,10.2,88.6,97.2,2203.0,3.73
2026-08-24T22:22:00,TSK-00003,OP-001,MC-010,on,yes,no,6.3,90.3,98.2,2039.0,4.01
2026-08-24T22:23:00,TSK-00003,OP-001,MC-010,on,yes,no,8.1,81.8,97.8,2045.0,1.4
2026-08-24T22:24:00,TSK-00003,OP-001,MC-010,on,yes,no,1.5,93.7,98.4,1979.0,3.29
2026-08-24T22:25:00,TSK-00003,OP-001,MC-010,on,yes,no,10.2,85.5,98.3,2078.0,1.57
2026-08-24T22:26:00,TSK-00003,OP-001,MC-010,on,yes,no,6.8,85.0,98.7,2289.0,1.16
2026-08-24T22:27:00,TSK-00003,OP-001,MC-010,on,yes,no,11.5,74.3,98.4,2157.0,2.08
2026-08-24T22:28:00,TSK-00003,OP-001,MC-010,on,yes,no,10.6,79.9,97.8,2043.0,2.32
2026-08-24T22:29:00,TSK-00003,OP-001,MC-010,on,yes,no,4.5,60.4,96.9,2317.0,2.79
2026-08-24T22:30:00,TSK-00003,OP-001,MC-010,on,yes,no,10.0,73.3,98.3,2137.0,3.13
2026-08-24T22:31:00,TSK-00003,OP-001,MC-010,on,yes,no,7.0,88.3,97.6,2254.0,3.41
2026-08-24T22:32:00,TSK-00003,OP-001,MC-010,on,yes,no,7.8,79.4,98.2,2057.0,3.91
2026-08-24T22:33:00,TSK-00003,OP-001,MC-010,on,yes,no,7.3,90.4,98.4,2179.0,3.38
2026-08-24T22:34:00,TSK-00003,OP-001,MC-010,on,yes,no,3.8,84.2,97.2,2128.0,4.17
2026-08-24T22:35:00,TSK-00003,OP-001,MC-010,on,yes,no,12.2,83.8,98.1,2071.0,2.96
2026-08-24T22:36:00,TSK-00003,OP-001,MC-010,on,yes,no,10.0,84.9,97.7,2438.0,3.35
2026-08-24T22:37:00,TSK-00003,OP-001,MC-010,on,yes,no,8.7,85.7,96.8,2112.0,2.55
2026-08-24T22:38:00,TSK-00003,OP-001,MC-010,on,yes,no,6.5,64.0,98.2,2006.0,2.42
2026-08-24T22:39:00,TSK-00003,OP-001,MC-010,on,yes,no,11.3,94.5,96.3,2355.0,0.14
2026-08-24T22:40:00,TSK-00003,OP-001,MC-010,on,yes,no,10.2,74.0,97.9,2345.0,2.51
2026-08-24T22:41:00,TSK-00003,OP-001,MC-010,on,yes,no,11.1,73.7,96.9,2179.0,2.85
2026-08-24T22:42:00,TSK-00003,OP-001,MC-010,on,yes,no,6.0,97.7,96.4,2139.0,3.2
2026-08-24T22:43:00,TSK-00003,OP-001,MC-010,on,yes,no,3.9,87.4,97.4,2243.0,1.74
2026-08-24T22:44:00,TSK-00003,OP-001,MC-010,on,yes,no,0.4,78.7,97.8,2082.0,3.16
2026-08-24T22:45:00,TSK-00003,OP-001,MC-010,on,yes,no,10.2,83.0,96.7,2301.0,3.61
2026-08-24T22:46:00,TSK-00003,OP-001,MC-010,on,yes,no,9.9,89.9,97.8,1862.0,2.1
2026-08-24T22:47:00,TSK-00003,OP-001,MC-010,on,yes,no,6.0,80.0,97.4,2329.0,4.34
2026-08-24T22:48:00,TSK-00003,OP-001,MC-010,on,yes,no,8.0,83.2,96.3,2103.0,4.58
2026-08-24T22:49:00,TSK-00003,OP-001,MC-010,on,yes,no,8.6,88.7,96.7,2395.0,1.73
2026-08-24T22:50:00,TSK-00003,OP-001,MC-010,on,yes,no,6.9,90.2,96.5,1956.0,4.47
2026-08-24T22:51:00,TSK-00003,OP-001,MC-010,on,yes,no,7.4,98.6,96.3,1853.0,2.41
2026-08-24T22:52:00,TSK-00003,OP-001,MC-010,on,yes,no,12.0,96.6,97.5,2089.0,2.92
2026-08-24T22:53:00,TSK-00003,OP-001,MC-010,on,yes,no,3.6,91.2,96.5,2207.0,1.75
2026-08-24T22:54:00,TSK-00003,OP-001,MC-010,on,yes,no,7.9,88.2,95.6,2162.0,3.04
2026-08-24T22:55:00,TSK-00003,OP-001,MC-010,on,yes,no,10.1,81.4,96.2,2251.0,3.0
2026-08-24T22:56:00,TSK-00003,OP-001,MC-010,on,yes,no,6.4,81.2,96.5,2032.0,2.2
2026-08-24T22:57:00,TSK-00003,OP-001,MC-010,on,yes,no,8.6,87.4,96.0,2009.0,4.97
2026-08-24T22:58:00,TSK-00003,OP-001,MC-010,on,yes,no,9.2,81.9,96.3,2426.0,4.42
2026-08-24T22:59:00,TSK-00003,OP-001,MC-010,on,yes,no,12.6,86.8,96.9,2275.0,4.35
2026-08-24T23:00:00,TSK-00003,OP-001,MC-010,on,yes,no,2.8,73.5,97.0,2303.0,2.74
2026-08-24T23:01:00,TSK-00003,OP-001,MC-010,on,yes,no,10.9,83.6,96.7,2315.0,4.08
2026-08-24T23:02:00,TSK-00003,OP-001,MC-010,on,yes,no,8.1,86.5,95.9,2138.0,4.25
2026-08-24T23:03:00,TSK-00003,OP-001,MC-010,on,yes,no,8.3,78.8,96.4,2195.0,3.47
2026-08-24T23:04:00,TSK-00003,OP-001,MC-010,on,yes,no,7.5,101.0,96.6,2132.0,5.06
2026-08-24T23:05:00,TSK-00003,OP-001,MC-010,on,yes,no,7.7,96.9,96.6,2367.0,2.11
2026-08-24T23:06:00,TSK-00003,OP-001,MC-010,on,yes,no,10.6,92.6,96.4,2324.0,5.5
2026-08-24T23:07:00,TSK-00003,OP-001,MC-010,on,yes,no,5.0,82.4,95.2,2281.0,0.0
2026-08-24T23:08:00,TSK-00003,OP-001,MC-010,on,yes,no,12.1,97.8,95.9,2284.0,4.74
2026-08-24T23:09:00,TSK-00003,OP-001,MC-010,on,yes,no,10.8,71.5,96.2,2156.0,4.21
2026-08-24T23:10:00,TSK-00003,OP-001,MC-010,on,yes,no,7.9,81.9,95.7,2236.0,3.01
2026-08-24T23:11:00,TSK-00003,OP-001,MC-010,on,yes,no,3.6,96.1,95.1,2133.0,0.92
2026-08-24T23:12:00,TSK-00003,OP-001,MC-010,on,yes,no,12.0,94.4,95.6,2511.0,1.42
2026-08-24T23:13:00,TSK-00003,OP-001,MC-010,on,yes,no,8.1,76.3,95.0,2218.0,1.86
2026-08-24T07:00:00,TSK-00004,OP-002,MC-003,on,yes,no,6.3,79.1,99.2,2388.0,2.4
2026-08-24T07:01:00,TSK-00004,OP-002,MC-003,on,yes,no,6.4,78.9,98.9,2250.0,1.74
2026-08-24T07:02:00,TSK-00004,OP-002,MC-003,on,yes,no,8.9,86.1,98.1,2140.0,2.11
2026-08-24T07:03:00,TSK-00004,OP-002,MC-003,on,yes,no,7.5,84.8,99.0,2209.0,2.28
2026-08-24T07:04:00,TSK-00004,OP-002,MC-003,on,yes,no,15.1,80.6,98.1,2084.0,5.28
2026-08-24T07:05:00,TSK-00004,OP-002,MC-003,on,yes,no,2.6,87.1,99.7,2329.0,3.48
2026-08-24T07:06:00,TSK-00004,OP-002,MC-003,idle,yes,no,0.6,87.6,97.9,2268.0,2.69
2026-08-24T07:07:00,TSK-00004,OP-002,MC-003,on,yes,no,6.1,85.6,99.6,2135.0,5.07
2026-08-24T07:08:00,TSK-00004,OP-002,MC-003,on,yes,no,9.7,76.7,99.6,2133.0,1.54
2026-08-24T07:09:00,TSK-00004,OP-002,MC-003,on,yes,no,3.9,76.1,97.6,2178.0,3.05
2026-08-24T07:10:00,TSK-00004,OP-002,MC-003,on,yes,no,6.9,90.7,99.3,2287.0,4.69
2026-08-24T07:11:00,TSK-00004,OP-002,MC-003,on,yes,no,4.3,89.2,98.4,1935.0,3.44
2026-08-24T07:12:00,TSK-00004,OP-002,MC-003,on,yes,no,9.5,91.0,99.2,2197.0,1.83
2026-08-24T07:13:00,TSK-00004,OP-002,MC-003,idle,yes,no,0.0,83.3,98.1,2171.0,1.75
2026-08-24T07:14:00,TSK-00004,OP-002,MC-003,on,yes,no,10.9,79.6,99.2,2204.0,3.62
2026-08-24T07:15:00,TSK-00004,OP-002,MC-003,on,yes,no,6.2,83.5,97.3,2216.0,2.62
2026-08-24T07:16:00,TSK-00004,OP-002,MC-003,on,yes,no,3.3,107.7,97.8,2305.0,2.0
2026-08-24T07:17:00,TSK-00004,OP-002,MC-003,idle,yes,no,0.1,87.9,97.4,2204.0,3.84
2026-08-24T07:18:00,TSK-00004,OP-002,MC-003,on,yes,no,10.5,74.8,98.0,2179.0,3.71
2026-08-24T07:19:00,TSK-00004,OP-002,MC-003,on,yes,no,16.4,65.9,98.5,1956.0,0.0
2026-08-24T07:20:00,TSK-00004,OP-002,MC-003,on,yes,no,7.5,88.5,98.9,2665.0,2.69
2026-08-24T07:21:00,TSK-00004,OP-002,MC-003,idle,yes,no,0.6,90.6,98.0,2377.0,3.16
2026-08-24T07:22:00,TSK-00004,OP-002,MC-003,on,yes,no,7.6,66.3,97.7,2365.0,4.73
2026-08-24T07:23:00,TSK-00004,OP-002,MC-003,idle,yes,no,0.2,87.1,98.7,1835.0,3.82
2026-08-24T07:24:00,TSK-00004,OP-002,MC-003,on,yes,no,7.6,78.3,98.5,2205.0,3.32
2026-08-24T07:25:00,TSK-00004,OP-002,MC-003,on,yes,no,6.1,82.8,96.8,2110.0,0.99
2026-08-24T07:26:00,TSK-00004,OP-002,MC-003,on,yes,no,2.7,87.3,98.6,2035.0,3.98
