operator_id,date,tasks_completed,avg_idle_pct,avg_seatbelt_compliance_pct,total_unsafe_events,total_proximity_alerts,avg_overrun_min,total_engine_hours
OP-002,2026-09-05,1,27.0,100.0,0,0,10.0,1.22
OP-002,2026-09-06,2,23.05,100.0,1,1,44.5,5.3
OP-002,2026-09-07,1,28.3,100.0,1,2,15.0,0.75
OP-002,2026-09-08,1,19.5,100.0,0,0,10.0,0.67
OP-002,2026-09-09,3,27.333333333333332,66.66666666666667,2,3,32.0,6.9
OP-002,2026-09-10,2,32.25,100.0,1,3,11.0,2.72
OP-002,2026-09-11,2,29.95,100.0,2,2,3.0,4.33
OP-002,2026-09-12,3,21.233333333333334,100.0,0,0,23.0,6.5
OP-002,2026-09-13,1,30.9,100.0,0,0,8.0,1.6
OP-002,2026-09-14,3,28.133333333333336,100.0,3,3,26.0,6.67
OP-002,2026-09-15,2,27.4,100.0,0,1,10.0,2.7
OP-002,2026-09-16,1,29.1,100.0,0,0,63.0,3.25
OP-002,2026-09-17,2,27.8,100.0,1,1,10.0,2.63
OP-002,2026-09-18,1,22.1,100.0,2,2,34.0,2.17
OP-002,2026-09-19,2,23.15,100.0,2,3,44.5,6.62
OP-002,2026-09-20,1,26.9,100.0,0,0,38.0,2.22
OP-002,2026-09-21,1,30.4,100.0,1,3,5.0,0.75
OP-002,2026-09-22,1,28.2,100.0,0,0,21.0,1.82
OP-003,2026-08-24,1,3.2,100.0,0,3,-3.0,1.02
OP-003,2026-08-25,1,4.9,100.0,0,0,7.0,2.02
OP-003,2026-08-26,2,6.5,100.0,0,2,-1.0,3.03
OP-003,2026-08-27,1,6.3,100.0,0,0,-3.0,1.03
OP-003,2026-08-28,1,5.8,100.0,0,0,-1.0,1.98
OP-003,2026-08-29,3,2.266666666666667,100.0,0,1,4.333333333333333,4.87
OP-003,2026-08-30,1,5.1,100.0,0,2,5.0,1.63
OP-003,2026-08-31,3,4.533333333333333,100.0,1,3,-1.3333333333333333,5.18
OP-003,2026-09-01,3,6.166666666666667,100.0,0,1,5.666666666666667,5.03
OP-003,2026-09-02,3,5.766666666666667,100.0,0,0,4.333333333333333,3.57
OP-003,2026-09-03,2,4.800000000000001,100.0,0,0,-15.5,2.85
OP-003,2026-09-04,1,9.3,100.0,0,0,-2.0,1.23
OP-003,2026-09-05,2,6.75,100.0,0,3,-22.5,3.27
OP-003,2026-09-06,1,6.2,100.0,0,0,6.0,1.32
OP-003,2026-09-07,1,3.9,100.0,0,0,-21.0,1.27
OP-003,2026-09-08,1,5.0,100.0,0,0,9.0,1.98
OP-003,2026-09-09,1,5.0,100.0,0,0,7.0,2.33
OP-003,2026-09-10,3,4.033333333333334,100.0,0,5,11.0,4.22
OP-003,2026-09-11,2,4.15,100.0,0,1,-4.0,3.05
OP-003,2026-09-12,2,6.85,100.0,0,0,0.0,3.2
OP-003,2026-09-13,1,4.6,100.0,0,0,18.0,1.78
OP-003,2026-09-14,1,6.7,100.0,0,0,9.0,1.48
OP-003,2026-09-15,1,3.8,100.0,0,1,-4.0,1.75
OP-003,2026-09-16,2,6.300000000000001,100.0,0,1,-21.5,2.83
OP-003,2026-09-17,1,5.5,100.0,1,1,-15.0,0.9
OP-003,2026-09-18,3,4.666666666666667,100.0,1,2,-6.333333333333333,4.0
OP-003,2026-09-19,2,5.95,100.0,0,0,10.5,4.12
OP-003,2026-09-20,3,6.3999999999999995,100.0,0,1,6.333333333333333,5.27
OP-003,2026-09-21,3,6.066666666666666,100.0,1,2,-3.3333333333333335,4.75
OP-003,2026-09-22,2,3.85,100.0,1,3,4.0,3.0
OP-004,2026-08-24,2,4.7,100.0,1,1,-7.0,2.05
OP-004,2026-08-25,1,5.1,100.0,0,2,30.0,2.93
OP-004,2026-08-26,2,3.05,100.0,0,0,-13.5,3.22
OP-004,2026-08-27,2,3.5999999999999996,50.0,2,2,-13.5,2.68
OP-004,2026-08-28,1,4.6,100.0,0,0,-9.0,1.78
OP-004,2026-08-29,3,4.466666666666666,66.66666666666667,1,0,-0.6666666666666666,4.13
OP-004,2026-08-30,1,4.7,100.0,0,1,-1.0,1.75
OP-004,2026-08-31,3,3.3000000000000003,66.66666666666667,1,6,-3.0,4.45
OP-004,2026-09-01,2,2.75,50.0,2,5,-11.0,2.02
OP-004,2026-09-02,1,4.9,100.0,0,1,-29.0,1.0
OP-004,2026-09-03,3,3.6666666666666665,33.333333333333336,2,3,-16.666666666666668,3.47
OP-004,2026-09-04,3,4.8,100.0,1,1,-3.0,4.27
OP-004,2026-09-05,3,4.933333333333334,33.333333333333336,2,4,-20.666666666666668,2.75
OP-004,2026-09-06,1,3.6,100.0,0,0,-4.0,1.85
OP-004,2026-09-07,3,5.333333333333333,66.66666666666667,1,2,-20.666666666666668,3.32
OP-004,2026-09-08,1,6.0,0.0,1,0,-6.0,0.82
OP-004,2026-09-09,1,5.6,0.0,1,0,-9.0,1.47
OP-004,2026-09-10,1,2.5,0.0,1,1,-21.0,1.95
OP-004,2026-09-11,3,4.6000000000000005,66.66666666666667,1,2,-2.3333333333333335,5.12
OP-004,2026-09-12,1,4.6,0.0,1,0,-6.0,1.43
OP-004,2026-09-13,3,5.066666666666666,100.0,0,1,-18.333333333333332,2.67
OP-004,2026-09-14,1,6.5,100.0,0,2,-1.0,1.78
OP-004,2026-09-15,1,9.1,100.0,0,0,-8.0,0.72
OP-004,2026-09-16,1,1.5,100.0,0,0,-24.0,1.12
OP-004,2026-09-17,1,4.2,100.0,0,0,8.0,1.17
OP-004,2026-09-18,3,6.1000000000000005,100.0,0,0,-2.3333333333333335,5.38
OP-004,2026-09-19,1,7.5,100.0,0,0,4.0,1.75
OP-004,2026-09-20,1,3.8,100.0,0,0,-20.0,1.3
OP-004,2026-09-21,1,5.4,0.0,1,2,-17.0,1.22
OP-004,2026-09-22,3,4.866666666666667,66.66666666666667,1,2,2.6666666666666665,5.0
OP-005,2026-08-24,2,3.65,100.0,0,1,-13.5,2.08
OP-005,2026-08-25,3,4.3999999999999995,100.0,0,0,-0.6666666666666666,3.68
OP-005,2026-08-26,1,5.1,100.0,0,3,-22.0,0.97
OP-005,2026-08-27,3,5.0,100.0,0,1,-4.0,4.65
OP-005,2026-08-28,3,5.5,100.0,1,3,14.333333333333334,4.32
OP-005,2026-08-29,1,2.9,100.0,0,0,-13.0,1.73
OP-005,2026-08-30,2,4.75,100.0,0,1,2.0,3.87
OP-005,2026-08-31,1,4.0,100.0,0,0,-16.0,1.67
OP-005,2026-09-01,3,4.3,100.0,0,0,-14.0,5.93
OP-005,2026-09-02,1,4.0,100.0,0,1,0.0,1.63
OP-005,2026-09-03,2,4.35,100.0,0,0,1.5,2.65
OP-005,2026-09-04,3,3.3666666666666667,100.0,0,2,-5.0,2.6
OP-005,2026-09-05,1,7.4,100.0,0,0,-3.0,1.57
OP-005,2026-09-06,1,1.5,100.0,0,0,-16.0,1.12
OP-005,2026-09-07,1,6.5,100.0,0,0,-30.0,1.27
OP-005,2026-09-08,1,2.9,100.0,0,1,5.0,2.3
OP-005,2026-09-09,3,10.233333333333334,100.0,1,1,-1.3333333333333333,2.22
OP-005,2026-09-10,3,7.966666666666666,66.66666666666667,1,0,-5.333333333333333,4.23
OP-005,2026-09-11,2,4.7,100.0,1,6,-11.0,2.82
OP-005,2026-09-12,3,5.033333333333333,100.0,0,3,-8.0,4.4
OP-005,2026-09-13,1,1.5,100.0,0,0,-18.0,1.12
OP-005,2026-09-14,3,4.833333333333333,66.66666666666667,1,0,4.333333333333333,3.65
OP-005,2026-09-15,1,1.9,100.0,0,0,-2.0,1.75
OP-005,2026-09-16,1,6.2,100.0,0,0,5.0,1.05
OP-005,2026-09-17,1,6.2,100.0,0,2,-10.0,1.85
OP-005,2026-09-18,3,9.0,100.0,1,6,-2.6666666666666665,3.77
OP-005,2026-09-19,3,5.866666666666667,100.0,0,3,-17.333333333333332,3.23
OP-005,2026-09-20,2,2.95,100.0,0,0,-11.0,2.27
OP-005,2026-09-21,1,6.5,100.0,0,0,-16.0,1.02
OP-005,2026-09-22,2,3.35,100.0,1,1,-11.5,2.33
OP-006,2026-08-24,1,8.8,100.0,0,1,3.0,1.12
OP-006,2026-08-25,1,5.7,100.0,0,0,-22.0,0.87
OP-006,2026-08-26,1,6.2,100.0,0,1,-44.0,2.38
OP-006,2026-08-27,3,3.3333333333333335,100.0,0,1,5.666666666666667,5.35
OP-006,2026-08-28,1,8.6,100.0,0,1,11.0,1.92
OP-006,2026-08-29,2,8.2,100.0,0,3,4.0,3.98
OP-006,2026-08-30,3,6.7,100.0,0,1,2.6666666666666665,3.65
OP-006,2026-08-31,1,2.4,100.0,0,2,-8.0,0.67
OP-006,2026-09-01,3,6.533333333333332,100.0,1,2,-7.666666666666667,3.0
OP-006,2026-09-02,1,4.3,100.0,0,2,-5.0,1.52
OP-006,2026-09-03,3,4.2,100.0,0,1,0.0,3.77
OP-006,2026-09-04,3,4.166666666666667,100.0,0,6,-4.666666666666667,4.25
OP-006,2026-09-05,1,3.5,100.0,0,1,18.0,1.9
OP-006,2026-09-06,1,5.7,100.0,0,0,24.0,1.45
OP-006,2026-09-07,1,4.7,100.0,0,0,-17.0,1.77
OP-006,2026-09-08,3,5.3,100.0,2,5,-4.666666666666667,2.95
OP-006,2026-09-09,3,5.866666666666667,100.0,0,4,-1.3333333333333333,4.68
OP-006,2026-09-10,3,5.5,100.0,1,2,-1.6666666666666667,5.25
OP-006,2026-09-11,2,4.4,50.0,1,0,-12.0,2.22
OP-006,2026-09-12,2,2.4000000000000004,100.0,0,0,5.5,2.37
OP-006,2026-09-13,2,5.699999999999999,100.0,0,0,-5.5,2.57
OP-006,2026-09-14,3,4.533333333333333,100.0,0,5,-1.0,4.48
OP-006,2026-09-15,3,6.666666666666667,100.0,0,1,-2.3333333333333335,2.32
OP-006,2026-09-16,1,4.0,100.0,0,1,6.0,1.65
OP-006,2026-09-17,3,4.466666666666667,100.0,0,2,8.333333333333334,5.75
OP-006,2026-09-18,1,5.4,100.0,0,1,12.0,1.85
OP-006,2026-09-19,1,6.2,100.0,0,0,5.0,1.85
OP-006,2026-09-20,2,5.050000000000001,100.0,0,2,0.0,1.68
OP-006,2026-09-21,3,4.433333333333333,100.0,0,0,22.333333333333332,5.92
OP-006,2026-09-22,2,5.65,100.0,0,1,-5.5,2.72
OP-007,2026-08-24,2,22.75,100.0,0,0,40.0,5.53
OP-007,2026-08-25,1,27.7,100.0,0,0,25.0,2.45
OP-007,2026-08-26,2,26.25,100.0,1,1,40.5,5.97
OP-007,2026-08-27,1,25.5,100.0,0,0,34.0,2.33
OP-007,2026-08-28,1,25.7,100.0,1,1,45.0,2.9
OP-007,2026-08-29,1,16.5,100.0,0,0,29.0,2.2
OP-007,2026-08-30,1,23.6,100.0,1,1,29.0,2.03
OP-007,2026-08-31,1,25.7,100.0,0,0,33.0,2.77
OP-007,2026-09-01,1,23.6,100.0,1,2,18.0,2.32
OP-007,2026-09-02,1,22.0,100.0,0,0,20.0,1.35
OP-007,2026-09-03,3,23.133333333333336,100.0,3,3,14.333333333333334,5.1
OP-007,2026-09-04,1,19.1,100.0,2,2,22.0,1.9
OP-007,2026-09-05,1,13.2,0.0,1,0,7.0,0.62
OP-007,2026-09-06,2,22.25,100.0,2,2,11.0,2.47
OP-007,2026-09-07,1,24.4,100.0,1,1,-5.0,1.97
OP-007,2026-09-08,1,29.9,100.0,1,1,34.0,2.38
OP-007,2026-09-09,2,23.200000000000003,100.0,2,2,11.0,2.97
OP-007,2026-09-10,1,20.4,100.0,0,0,40.0,2.43
OP-007,2026-09-11,3,22.566666666666666,100.0,2,4,21.666666666666668,4.17
OP-007,2026-09-12,1,19.2,100.0,0,1,16.0,1.28
OP-007,2026-09-13,3,25.266666666666666,100.0,1,2,6.0,5.58
OP-007,2026-09-14,2,28.0,100.0,0,2,18.0,3.9
OP-007,2026-09-15,2,33.6,100.0,2,2,14.0,3.08
OP-007,2026-09-16,1,30.6,0.0,1,2,54.0,2.65
OP-007,2026-09-17,1,25.0,100.0,1,1,31.0,1.92
OP-007,2026-09-18,1,22.9,100.0,0,0,9.0,1.58
OP-007,2026-09-19,3,24.599999999999998,100.0,2,4,19.0,4.8
OP-007,2026-09-20,1,27.6,100.0,1,1,16.0,1.25
OP-007,2026-09-21,1,25.5,100.0,0,0,18.0,1.75
OP-007,2026-09-22,3,26.266666666666666,100.0,0,0,30.333333333333332,7.25
OP-008,2026-08-24,1,5.2,100.0,0,2,-33.0,1.58
OP-008,2026-08-25,1,9.1,100.0,0,1,-23.0,1.63
OP-008,2026-08-26,3,6.0,100.0,0,4,1.0,4.3
OP-008,2026-08-27,3,6.8,100.0,0,0,-9.333333333333334,3.67
OP-008,2026-08-28,1,5.6,100.0,0,1,17.0,1.77
OP-008,2026-08-29,2,4.4,100.0,0,1,-19.5,2.27
OP-008,2026-08-30,1,5.6,100.0,0,0,-15.0,0.88
OP-008,2026-08-31,1,3.9,100.0,0,1,7.0,2.13
OP-008,2026-09-01,3,3.233333333333333,100.0,0,1,16.666666666666668,5.77
OP-008,2026-09-02,2,1.8,100.0,1,2,-3.0,0.9
OP-008,2026-09-03,3,3.3666666666666667,100.0,0,0,-2.0,4.22
OP-008,2026-09-04,1,4.9,100.0,0,1,9.0,1.35
OP-008,2026-09-05,1,2.8,100.0,0,0,15.0,1.75
OP-008,2026-09-06,2,3.0,100.0,0,3,-16.5,2.13
OP-008,2026-09-07,3,4.3,100.0,1,2,0.3333333333333333,4.53
OP-008,2026-09-08,1,6.8,100.0,0,0,15.0,1.95
OP-008,2026-09-09,1,4.1,100.0,0,0,31.0,2.82
OP-008,2026-09-10,2,2.5,100.0,0,1,-13.0,3.47
OP-008,2026-09-11,1,0.0,100.0,0,1,5.0,0.97
OP-008,2026-09-12,1,3.0,100.0,0,2,-9.0,2.22
OP-008,2026-09-13,1,4.9,100.0,0,1,2.0,1.0
OP-008,2026-09-14,1,11.3,100.0,0,1,10.0,2.05
OP-008,2026-09-15,2,7.65,50.0,1,2,-3.0,2.57
OP-008,2026-09-16,3,5.433333333333334,100.0,1,4,9.666666666666666,4.38
OP-008,2026-09-17,2,2.8,100.0,0,1,-7.5,3.17
OP-008,2026-09-18,3,4.5,100.0,1,2,-1.3333333333333333,4.53
OP-008,2026-09-19,3,2.966666666666667,100.0,0,2,-2.6666666666666665,3.45
OP-008,2026-09-20,3,3.6333333333333333,100.0,0,2,-15.666666666666666,3.45
OP-008,2026-09-21,1,8.2,100.0,0,0,0.0,1.6
OP-008,2026-09-22,1,1.1,100.0,0,0,-33.0,1.52
OP-009,2026-08-24,1,8.1,0.0,1,0,4.0,1.42
OP-009,2026-08-25,2,3.3499999999999996,100.0,0,1,-13.0,2.38
OP-009,2026-08-26,1,5.7,100.0,0,1,2.0,1.75
OP-009,2026-08-27,1,0.0,100.0,0,3,-11.0,1.33
OP-009,2026-08-28,1,5.8,100.0,1,3,1.0,0.85
OP-009,2026-08-29,2,2.15,50.0,1,0,22.5,4.37
OP-009,2026-08-30,1,5.8,100.0,0,0,48.0,2.87
OP-009,2026-08-31,3,5.466666666666666,66.66666666666667,2,3,4.666666666666667,3.58
OP-009,2026-09-01,1,6.2,100.0,0,0,14.0,1.6
OP-009,2026-09-02,2,3.95,50.0,1,2,-2.5,3.3
OP-009,2026-09-03,2,6.6,50.0,2,2,22.5,3.22
OP-009,2026-09-04,3,3.6666666666666665,66.66666666666667,1,1,5.0,5.57
OP-009,2026-09-05,1,2.4,0.0,1,0,-21.0,1.35
OP-009,2026-09-06,3,5.766666666666667,33.333333333333336,2,2,-7.0,5.13
OP-009,2026-09-07,1,5.8,100.0,0,1,3.0,1.7
OP-009,2026-09-08,3,3.4333333333333336,100.0,1,4,-5.666666666666667,4.55
OP-009,2026-09-09,1,4.8,100.0,0,1,11.0,2.08
OP-009,2026-09-10,1,2.0,100.0,0,1,-11.0,1.63
OP-009,2026-09-11,1,1.9,100.0,0,1,-3.0,0.85
OP-009,2026-09-12,1,4.3,100.0,0,0,-5.0,1.52
OP-009,2026-09-13,1,11.1,0.0,1,2,0.0,2.08
OP-009,2026-09-14,3,4.833333333333333,66.66666666666667,1,1,-2.0,5.2
OP-009,2026-09-15,2,5.05,50.0,1,1,-15.0,4.15
OP-009,2026-09-16,1,6.3,100.0,1,3,12.0,2.1
OP-009,2026-09-17,2,6.25,50.0,1,3,-1.5,1.98
OP-009,2026-09-18,2,5.449999999999999,0.0,2,1,-5.5,1.83
OP-009,2026-09-19,2,2.0,100.0,0,1,9.5,2.75
OP-009,2026-09-20,1,5.4,100.0,0,0,20.0,2.15
OP-009,2026-09-21,1,8.2,0.0,1,0,3.0,1.0
OP-009,2026-09-22,3,3.533333333333333,66.66666666666667,1,3,-1.0,4.18
OP-010,2026-08-24,1,4.0,100.0,0,0,11.0,1.67
OP-010,2026-08-25,2,5.55,100.0,0,2,7.5,3.35
OP-010,2026-08-26,2,1.9,100.0,1,1,-1.5,1.9
OP-010,2026-08-27,1,6.5,100.0,0,2,-11.0,1.02
OP-010,2026-08-28,3,3.8333333333333335,66.66666666666667,2,2,7.333333333333333,3.6
OP-010,2026-08-29,2,4.7,100.0,0,4,-8.5,3.48
OP-010,2026-08-30,3,3.033333333333333,100.0,0,3,0.0,5.47
OP-010,2026-08-31,2,4.9,100.0,0,3,10.5,3.12
OP-010,2026-09-01,2,5.1,100.0,0,1,-15.5,3.87
OP-010,2026-09-02,1,2.3,100.0,0,0,0.0,2.15
OP-010,2026-09-03,1,4.5,100.0,0,0,31.0,2.58
OP-010,2026-09-04,1,1.5,100.0,0,0,-21.0,1.08
OP-010,2026-09-05,3,5.766666666666667,100.0,0,1,-5.666666666666667,5.1
OP-010,2026-09-06,1,9.0,100.0,0,3,-13.0,1.28
OP-010,2026-09-07,3,3.233333333333333,100.0,0,4,6.666666666666667,5.57
OP-010,2026-09-08,3,7.566666666666667,100.0,0,1,-4.666666666666667,4.63
OP-010,2026-09-09,1,3.3,100.0,0,0,16.0,2.03
OP-010,2026-09-10,2,4.8,100.0,0,1,-13.5,3.23
OP-010,2026-09-11,1,0.0,100.0,0,1,-13.0,0.28
OP-010,2026-09-12,1,3.9,100.0,0,0,-22.0,1.25
OP-010,2026-09-13,3,6.833333333333333,66.66666666666667,1,2,10.0,3.33
OP-010,2026-09-14,1,4.9,100.0,0,3,27.0,2.38
OP-010,2026-09-15,3,5.6000000000000005,100.0,0,2,7.666666666666667,5.0
OP-010,2026-09-16,1,2.0,100.0,0,0,-11.0,0.83
OP-010,2026-09-17,3,4.133333333333333,100.0,0,2,-11.0,3.57
OP-010,2026-09-18,1,10.9,100.0,0,2,0.0,1.05
OP-010,2026-09-19,3,5.233333333333333,100.0,0,0,0.3333333333333333,6.43
OP-010,2026-09-20,1,9.1,100.0,0,1,2.0,0.72
OP-010,2026-09-21,3,4.2,100.0,0,1,-12.0,4.15
OP-010,2026-09-22,1,4.8,100.0,0,1,-27.0,1.38
OP-011,2026-08-24,3,26.133333333333336,100.0,0,1,13.333333333333334,4.47
OP-011,2026-08-25,1,32.9,100.0,0,0,5.0,1.25
OP-011,2026-08-26,3,21.5,100.0,2,2,27.333333333333332,6.78
OP-011,2026-08-27,2,23.75,50.0,1,0,21.0,3.9
OP-011,2026-08-28,1,22.2,100.0,0,0,33.0,3.43
OP-011,2026-08-29,1,27.1,100.0,0,0,10.0,1.4
OP-011,2026-08-30,1,22.1,0.0,1,1,56.0,3.0
OP-011,2026-08-31,1,17.8,100.0,0,0,49.0,3.17
OP-011,2026-09-01,3,24.433333333333334,100.0,3,5,19.0,4.75
OP-011,2026-09-02,1,25.2,100.0,0,0,14.0,1.7
OP-011,2026-09-03,1,24.3,100.0,0,0,12.0,1.9
OP-011,2026-09-04,1,23.9,100.0,0,0,20.0,2.92
OP-011,2026-09-05,2,22.85,100.0,2,4,26.0,4.27
OP-011,2026-09-06,3,26.333333333333332,100.0,3,5,22.333333333333332,6.57
OP-011,2026-09-07,3,18.233333333333334,100.0,2,2,14.333333333333334,4.33
OP-011,2026-09-08,1,29.7,100.0,1,1,4.0,1.05
OP-011,2026-09-09,2,29.25,100.0,0,2,35.0,4.3
OP-011,2026-09-10,1,24.8,100.0,0,0,36.0,2.0
OP-011,2026-09-11,1,28.9,100.0,0,1,7.0,2.47
OP-011,2026-09-12,1,29.2,100.0,0,0,43.0,2.83
OP-011,2026-09-13,1,25.6,100.0,1,2,45.0,3.23
OP-011,2026-09-14,2,23.7,100.0,1,3,19.0,3.9
OP-011,2026-09-15,1,19.5,0.0,1,1,10.0,0.67
OP-011,2026-09-16,1,22.9,100.0,0,1,31.0,2.82
OP-011,2026-09-17,1,28.0,100.0,0,0,42.0,2.67
OP-011,2026-09-18,1,25.2,100.0,0,0,20.0,1.7
OP-011,2026-09-19,2,25.75,50.0,2,1,-9.0,2.28
OP-011,2026-09-20,3,28.766666666666666,100.0,1,1,11.0,4.68
OP-011,2026-09-21,2,22.15,100.0,0,0,-3.0,3.32
OP-011,2026-09-22,3,25.933333333333334,100.0,5,6,29.0,6.92
OP-012,2026-08-24,1,3.2,100.0,0,1,1.0,1.02
OP-012,2026-08-25,2,3.45,100.0,0,2,2.5,4.37
OP-012,2026-08-26,2,8.05,100.0,0,0,4.5,2.62
OP-012,2026-08-27,1,5.7,100.0,0,0,-13.0,1.45
OP-012,2026-08-28,1,3.8,100.0,0,0,4.0,2.17
OP-012,2026-08-29,3,6.266666666666667,100.0,0,0,0.6666666666666666,4.62
OP-012,2026-08-30,2,4.35,100.0,0,0,7.0,3.02
OP-012,2026-08-31,1,6.2,100.0,0,0,30.0,2.38
OP-012,2026-09-01,1,5.6,100.0,0,0,18.0,1.78
OP-012,2026-09-02,3,4.1000000000000005,100.0,1,4,-6.333333333333333,3.62
OP-012,2026-09-03,1,3.2,100.0,0,0,-2.0,1.02
OP-012,2026-09-04,2,4.2,100.0,1,3,-0.5,2.78
OP-012,2026-09-05,3,7.033333333333334,100.0,0,1,-2.3333333333333335,3.55
OP-012,2026-09-06,1,6.3,100.0,0,0,15.0,2.37
OP-012,2026-09-07,1,0.0,100.0,0,0,-12.0,1.25
OP-012,2026-09-08,1,0.0,100.0,0,0,-11.0,0.63
OP-012,2026-09-09,1,5.1,100.0,1,3,-4.0,1.62
OP-012,2026-09-10,1,7.0,100.0,0,1,-3.0,0.7
OP-012,2026-09-11,2,3.75,100.0,0,0,3.5,3.18
OP-012,2026-09-12,2,6.8,100.0,0,2,-3.0,1.9
OP-012,2026-09-13,1,7.7,100.0,0,0,-27.0,1.28
OP-012,2026-09-14,2,6.15,100.0,1,1,6.0,3.43
OP-012,2026-09-15,1,6.4,100.0,0,0,-16.0,1.82
OP-012,2026-09-16,1,4.1,100.0,0,2,-3.0,2.02
OP-012,2026-09-17,1,10.0,100.0,0,0,1.0,1.15
OP-012,2026-09-18,2,3.75,100.0,0,0,-6.5,2.93
OP-012,2026-09-19,1,5.1,100.0,0,1,4.0,1.28
OP-012,2026-09-20,1,2.7,100.0,0,1,-4.0,0.6
OP-012,2026-09-21,1,0.0,100.0,0,0,0.0,0.73
OP-012,2026-09-22,1,5.0,100.0,0,2,0.0,1.98
OP-013,2026-08-24,1,1.3,100.0,1,1,4.0,1.28
OP-013,2026-08-25,2,3.1,100.0,0,1,-12.5,2.65
OP-013,2026-08-26,3,2.6666666666666665,100.0,0,1,-5.333333333333333,3.98
OP-013,2026-08-27,1,6.6,100.0,1,1,6.0,1.25
OP-013,2026-08-28,3,5.533333333333334,100.0,0,5,-9.333333333333334,3.27
OP-013,2026-08-29,2,4.3,100.0,0,1,-8.0,2.27
OP-013,2026-08-30,3,8.033333333333333,100.0,0,1,-0.3333333333333333,4.18
OP-013,2026-08-31,2,4.9,100.0,0,0,-3.0,2.78
OP-013,2026-09-01,1,7.5,100.0,0,0,-10.0,1.75
OP-013,2026-09-02,1,2.9,100.0,1,2,0.0,1.68
OP-013,2026-09-03,3,4.6000000000000005,100.0,0,2,-4.666666666666667,3.38
OP-013,2026-09-04,1,6.4,100.0,0,0,-22.0,1.28
OP-013,2026-09-05,1,4.6,100.0,0,0,17.0,1.78
OP-013,2026-09-06,1,3.6,100.0,0,0,-20.0,1.37
OP-013,2026-09-07,3,5.8,100.0,0,2,-4.0,3.47
OP-013,2026-09-08,3,5.833333333333333,100.0,0,1,7.666666666666667,3.85
OP-013,2026-09-09,2,3.45,100.0,0,2,7.0,3.1
OP-013,2026-09-10,2,5.15,100.0,1,2,-1.5,2.87
OP-013,2026-09-11,3,4.633333333333334,100.0,0,1,-13.333333333333334,3.52
OP-013,2026-09-12,1,5.3,100.0,0,0,-11.0,2.52
